id,name_ja,name_en,image_file_path,category,is_dictionary_visible,rarity,faction_ja,faction_en,hp,phy,int,agi,passive_name_ja,passive_name_en,passive_text_ja,passive_text_en,attributes_ja,attributes_en,enchants
3042,コロンブス,Christopher Columbus,Image/Heroes/3042.png,original,true,Rare,黄竜,KOURYU,492,80,51,89,西廻り航路の夢,Dream of the westbound sea route,味方全体のHP合計が50%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体のPHY/INT/AGIの最も高い方を対象のPHY/INT/AGI増加量合計の70%ダウン / 味方全体のPHY/INT/AGIの最も高い方を対象のPHY/INT/AGI増加量合計の70%ダウン / 味方全体のHPを回復係数の30%回復,"If the total HP of all allies is less than 50% , {triggerRate}% chance to trigger once. / Decrease the highest PHY/INT/AGI of all enemies by 70% of the total PHY/INT/AGI increase of target. / Decrease the highest PHY/INT/AGI of all allies by 70% of the total PHY/INT/AGI increase of target. / Heal all allies for 30% of Healing Coefficient.",海; 旅; 地中海,Sea; Journey; Mediterranean,
3043,ニュートン,Isaac Newton,Image/Heroes/3043.png,original,true,Rare,白虎,BYAKKO,387,101,86,68,万有引力,Newton's law of universal gravitation,味方全体のHP合計が80%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のAGIを対象のAGI増加量の100%ダウン / 味方全体のAGIを対象のAGI減少量の100%アップ / 敵全体のAGIを対象のAGI増加量の100%ダウン / 敵全体のAGIを対象のAGI減少量の100%アップ / 味方全体に{successRate}%の確率でバリアを付与,"If the total HP of all allies is less than 80% , {triggerRate}% chance to trigger once. / Decrease the AGI of all allies by 100% of target's AGI increase. / Increase the AGI of all allies by 100% of target's AGI decrease. / Decrease the AGI of all enemies by 100% of target's AGI increase. / Increase the AGI of all enemies by 100% of target's AGI decrease. / {successRate}% chance to inflict Barrier on all allies.",理系学問; イギリス; 宇宙,Hard Science; England; Universe,
3044,徳川家康,Tokugawa Ieyasu,Image/Heroes/3044.png,original,true,Rare,青龍,SEIRYU,309,99,75,107,東照大権現,Tōshō Daigongen,味方全体のHP合計が50%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のHPをPHY回復係数の100%回復,"If the total HP of all allies is less than 50% , {triggerRate}% chance to trigger once. / Heal all allies for 100% of PHY Healing Coefficient.",指導者; 政治; 江戸; 天下人,Head; Politics; Edo; Ruler over Sengoku,
3045,斎藤一,Saitō Hajime,Image/Heroes/3045.png,original,true,Rare,青龍,SEIRYU,366,141,50,71,無敵の剣,Invincible Samurai Sword,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の敵に{successRate}%の確率で衰弱を付与 / 中衛の敵に{successRate}%の確率で衰弱を付与 / 先頭の敵に自身のPHYの20 ~ 30%ダメージ / 敵味方の誰かに自身のPHYの30 ~ 50%ダメージ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / {successRate}% chance to inflict Prostration on the first enemy. / {successRate}% chance to inflict Prostration on the midline enemy. / Deal damage to the first enemy equal to 20 ~ 30% of this hero's PHY. / Deal damage to an ally or enemy equal to 30 ~ 50% of this hero's PHY.",決闘; 幕末; 新撰組,Duel; Bakumatsu; Shinsengumi,
3046,マリア・テレジア,Maria Theresa,Image/Heroes/3046.png,original,true,Rare,青龍,SEIRYU,462,28,132,70,七年戦争,Seven Years' War,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / HPが最も低い敵に{successRate}%の確率で睡眠を付与 / 味方全体のAGIを自身のINTの3 ~ 7%ダウン / 敵全体のAGIを自身のINTの7%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / {successRate}% chance to inflict Sleep on the enemy with the lowest HP. / Decrease the AGI of all allies by 3 ~ 7% of this hero's INT. / Decrease the AGI of all enemies by 7% of this hero's INT.",指導者; 政治; 女性; オーストリア,Head; Politics; Female; Austria,
3047,アッティラ,Attila,Image/Heroes/3047.png,original,true,Rare,青龍,SEIRYU,453,150,31,52,フン族の大王,King  of the Hunnic Empire,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のPHYを受けたダメージの40%アップ / 中衛の味方のHPを自身のPHYの20%回復,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's PHY by 40% of damage taken. / Heal the midline ally for 20% of this hero's PHY.",指導者; ヨーロッパ; アジア,Head; Poland; Asia,
3048,馬超,Ma Chao,Image/Heroes/3048.png,original,true,Rare,玄武,GENBU,276,129,58,105,五虎・左将軍,Five Tiger-General of the Left,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 味方全体のPHY/INTの高い方を自身のPHYの20%アップ / 敵全体のPHY/INTの高い方を対象のPHY/INT/AGI増加量合計の40%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the higher PHY/INT of all allies by 20% of this hero's PHY. / Decrease the higher PHY/INT of all enemies by 40% of the total PHY/INT/AGI increase of target.",三国志; 蜀; 長柄武器,Romance of the Three Kingdoms; Shu; Pole weapon,reduction:50
3049,董卓,Dong Zhuo,Image/Heroes/3049.png,original,true,Rare,黄竜,KOURYU,291,143,72,72,専横跋扈,Prevalence of arbitrariness,敵の誰かがActive Skillを使用した後に{triggerRate}%の確率で発動 / AGIが最も高い敵のAGIを対象のAGI増加量の20 ~ 50%ダウン / HPが最も高い味方に100%の確率でデコイを付与 / HPが最も低い敵に100%の確率でデコイを付与 / 自身に{successRate}%の確率で恐怖を付与,"After an enemy uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the AGI of the enemy with the highest AGI by 20 ~ 50% of target's AGI increase. / 100% chance to inflict Decoy on the ally with the highest HP. / 100% chance to inflict Decoy on the enemy with the lowest HP. / {successRate}% chance to inflict Fear on this hero.",指導者; 三国志,Head; Romance of the Three Kingdoms,
3050,メイヴ,Medb,Image/Heroes/3050.png,original,true,Rare,朱雀,SUZAKU,153,111,111,111,女王のトリスケリオン,Queen's Triskelion,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / PHYが最も高い敵のPHYを対象のPHY増加量の30%ダウン / AGIが最も高い敵のAGIを対象のAGI増加量の40%ダウン / 自身のHPを回復係数の25%回復,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Decrease the PHY of the enemy with the highest PHY by 30% of target's PHY increase. / Decrease the AGI of the enemy with the highest AGI by 40% of target's AGI increase. / Heal this hero for 25% of Healing Coefficient.",女性; 伝承; ケルト; 長柄武器,Female; Traditional; Celtic; Pole weapon,phy_alleviation:25
3051,源頼朝,Minamoto no Yoritomo,Image/Heroes/3051.png,original,true,Rare,青龍,SEIRYU,240,131,64,109,天下の草創,Sei-i Tai Shōgun,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のPHYを受けたダメージの100%アップ / 味方全体のチャージを自身のPHY増加量の500 ~ 1185%アップ / PHYが最も高い敵に自身のPHY増加量の50%ダメージ,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's PHY by 100% of damage taken. / Increase the CHARGE of all allies by 500 ~ 1185% of this hero's PHY increase. / Deal damage to the enemy with the highest PHY equal to 50% of this hero's PHY increase.",政治; 動物; 平安鎌倉,Politics; Animal; Heian-Kamakura,reduction:20
3052,キャシャーン & フレンダー,Casshan & Friender,Image/Heroes/3052.png,collaboration,true,Rare,白虎,BYAKKO,321,83,126,68,超破壊光線,Super destruction beam,自身のHPが35%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体に自身のINTの60 ~ 70%ダメージ / 自身のPHYを自身のPHYの50%ダウン / 自身のINTを自身のINTの50%ダウン / 自身のAGIを自身のAGIの50%ダウン,"If this hero's HP is less than 35% , {triggerRate}% chance to trigger once. / Deal damage to all enemies equal to 60 ~ 70% of this hero's INT. / Decrease this hero's PHY by 50% of this hero's PHY. / Decrease this hero's INT by 50% of this hero's INT. / Decrease this hero's AGI by 50% of this hero's AGI.",動物; 日本; 格闘; 機械,Animal; Japan; Grappling; Machine,
3053,クリスタル・ボーイ,Crystal Bowie,Image/Heroes/3053.png,collaboration,true,Rare,白虎,BYAKKO,318,64,61,153,ライブ・クリスタル,Live Crystal,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 自身のAGIを自身のAGIの5 ~ 8%アップ / 自身のシールドを自身のAGIの100%に更新,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's AGI by 5 ~ 8% of this hero's AGI. / Set this hero's SHIELD to 100% of this hero's AGI if higher.",格闘; 機械; 宇宙,Grappling; Machine; Universe,
3054,DOURAN,DOURAN,Image/Heroes/3054.png,collaboration,true,Rare,朱雀,SUZAKU,417,46,47,152,花魁道中,Oiran Courtesan Procession,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / HPが最も高い敵に{successRate}%の確率で魅了を付与,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / {successRate}% chance to inflict Charm on the enemy with the highest HP.",女性; 旅; 芸能; OASYX,Female; Journey; Performing Arts; OASYX,
4001,張飛,Zhang Fei,Image/Heroes/4001.png,original,true,Epic,玄武,GENBU,516,133,88,55,一騎当千,A Match for a Thousand Foes,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 自身を自身の最大HPの50%回復した状態で復活,"After this hero dies, {triggerRate}% chance to trigger once. / Revive this hero with 50% of this hero's Max HP.",三国志; 蜀; 長柄武器; 桃園の誓い,Romance of the Three Kingdoms; Shu; Pole weapon; Oath of the Peach Garden,
4002,ナイチンゲール,Florence Nightingale,Image/Heroes/4002.png,original,true,Epic,白虎,BYAKKO,345,88,133,112,白衣の天使,Angel in White,自身がActive Skillを使用した後かつ自身のHPが60%未満の時に{triggerRate}%の確率で発動 / 味方全体のHPを回復係数の100%回復,"After this hero uses an Active Skill, If this hero's HP is less than 60% , {triggerRate}% chance to trigger. / Heal all allies for 100% of Healing Coefficient.",理系学問; 女性; イギリス,Hard Science; Female; England,
4003,ベートーヴェン,Ludwig van Beethoven,Image/Heroes/4003.png,original,true,Epic,玄武,GENBU,324,95,133,112,歓喜の歌,Ode to Joy,自身のHPが50%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体のPHYを自身のINTの25%ダウン / 敵全体のINTを自身のINTの25%ダウン / 敵全体のAGIを自身のINTの25%ダウン,"If this hero's HP is less than 50% , {triggerRate}% chance to trigger once. / Decrease the PHY of all enemies by 25% of this hero's INT. / Decrease the INT of all enemies by 25% of this hero's INT. / Decrease the AGI of all enemies by 25% of this hero's INT.",音楽; ドイツ,Music; Germany,
4004,佐々木小次郎,Kojiro Sasaki,Image/Heroes/4004.png,original,true,Epic,黄竜,KOURYU,324,133,64,143,燕返し,Swallow's Blade,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 自身のAGIを自身のAGIの10%アップ / 自身のPHY/INTの低い方を自身のAGIの5 ~ 8%アップ / 中衛の敵のPHY/INTの高い方を自身のAGIの5 ~ 8%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase this hero's AGI by 10% of this hero's AGI. / Increase this hero's lower PHY/INT by 5 ~ 8% of this hero's AGI. / Decrease the midline enemy's higher PHY/INT by 5 ~ 8% of this hero's AGI.",決闘; 江戸,Duel; Edo,
4005,勝海舟,Kaishu Katsu,Image/Heroes/4005.png,original,true,Epic,青龍,SEIRYU,387,112,95,112,無血開城,Bloodless Capture,自身がActive Skillを使用した後かつ自身のHPが60%未満の時に{triggerRate}%の確率で発動 / 味方全体のPHYを自身のINTの30%アップ / 味方全体のINTを自身のINTの30%アップ,"After this hero uses an Active Skill, If this hero's HP is less than 60% , {triggerRate}% chance to trigger. / Increase the PHY of all allies by 30% of this hero's INT. / Increase the INT of all allies by 30% of this hero's INT.",文系学問; 海; 幕末,Soft Science; Sea; Bakumatsu,int_alleviation:30
4006,ビリー・ザ・キッド,Billy the Kid,Image/Heroes/4006.png,original,true,Epic,黄竜,KOURYU,354,78,119,133,ワンホールショット,Bull's eye,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 先頭の敵に自身のINTの40%ダメージ,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the first enemy equal to 40% of this hero's INT.",銃火器; 決闘; ウェスタン,Firearms; Duel; Western,reduction:20
4007,トーマス・エジソン,Thomas Edison,Image/Heroes/4007.png,original,true,Epic,黄竜,KOURYU,459,88,119,88,エジソン・エフェクト,Edison Effect,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 味方全体のINTを自身のINTの30%アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the INT of all allies by 30% of this hero's INT.",理系学問; アメリカ大陸; 機械,Hard Science; America; Machine,
4008,マルコ・ポーロ,Marco Polo,Image/Heroes/4008.png,original,true,Epic,黄竜,KOURYU,387,112,95,112,東方見聞録,The Travels of Marco Polo,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のHPを回復係数の70%回復 / 自身を自身の最大HPの30%回復した状態で復活 / PHYが最も高い敵のPHYを対象のPHYの40%ダウン,"After this hero dies, {triggerRate}% chance to trigger once. / Heal all allies for 70% of Healing Coefficient. / Revive this hero with 30% of this hero's Max HP. / Decrease the PHY of the enemy with the highest PHY by 40% of target's PHY.",文系学問; 動物; 旅; イタリア,Soft Science; Animal; Journey; Italy,phy_alleviation:30
4009,伊達政宗,Masamune Date,Image/Heroes/4009.png,original,true,Epic,青龍,SEIRYU,354,157,78,95,独眼竜,One-Eyed Dragon of Ohshu,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の敵に自身のINTの140%ダメージ / 先頭の敵に自身のINT減少量の70%ダメージ / 中衛の敵のPHY/INT/AGIの最も高い方を敵全体のPHY/INT/AGI増加量合計の30%ダウン / 後衛の敵のPHY/INT/AGIの最も高い方を敵全体のPHY/INT/AGI増加量合計の30%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the first enemy equal to 140% of this hero's INT. / Deal damage to the first enemy equal to 70% of this hero's INT decrease. / Decrease the midline enemy's highest PHY/INT/AGI by 30% of the total PHY/INT/AGI increase of all enemies. / Decrease the backline enemy's highest PHY/INT/AGI by 30% of the total PHY/INT/AGI increase of all enemies.",戦国; 隻眼,Sengoku; One-eyed,
4010,王キ,Wang Ki,Image/Heroes/4010.png,original,true,Epic,朱雀,SUZAKU,468,150,71,71,大将軍,The generalissimo,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のPHYを自身のPHYの70%アップ / 味方全体のチャージを対象のPHYの250%アップ,"After this hero dies, {triggerRate}% chance to trigger once. / Increase the PHY of all allies by 70% of this hero's PHY. / Increase the CHARGE of all allies by 250% of target's PHY.",秦; 長柄武器,Qin; Pole weapon,
4011,マルクス,Karl Marx,Image/Heroes/4011.png,original,true,Epic,白虎,BYAKKO,375,78,157,88,資本論,Das Kapital,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 味方全体のINTを自身のINTの20 ~ 30%アップ / 敵全体に{successRate}%の確率で睡眠を付与 / 自身を自身の最大HPの10%回復した状態で復活,"After this hero dies, {triggerRate}% chance to trigger once. / Increase the INT of all allies by 20 ~ 30% of this hero's INT. / {successRate}% chance to inflict Sleep on all enemies. / Revive this hero with 10% of this hero's Max HP.",文系学問; 革命; ドイツ,Soft Science; Revolution; Germany,
4012,沖田総司,Soji Okita,Image/Heroes/4012.png,original,true,Epic,青龍,SEIRYU,303,102,88,157,三段突き,Three Stage Thrust,自身のHPが50%未満の時に{triggerRate}%の確率で1回だけ発動 / 「先頭の敵に自身のPHYの50%ダメージ」を3回繰り返す,"If this hero's HP is less than 50% , {triggerRate}% chance to trigger once. / [3 times]Deal damage to the first enemy equal to 50% of this hero's PHY.",幕末; 新撰組,Bakumatsu; Shinsengumi,
4013,チャイコフスキー,Pyotr Tchaikovsky,Image/Heroes/4013.png,original,true,Epic,玄武,GENBU,375,78,126,119,白鳥の湖,Swan Lake,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 自身を自身の最大HPの20%回復した状態で復活 / 自身のAGIを自身のINTの30%アップ,"After this hero dies, {triggerRate}% chance to trigger once. / Revive this hero with 20% of this hero's Max HP. / Increase this hero's AGI by 30% of this hero's INT.",音楽; 動物; ロシア,Music; Animal; Russia,
4014,マリー・アントワネット,Marie Antoinette,Image/Heroes/4014.png,original,true,Epic,玄武,GENBU,480,88,112,88,ブリオッシュート,Brioche shoot,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 敵全体に自身のINTの25%ダメージ / 自身のHPを与えたダメージの30%回復 / 自身に{successRate}%の確率で毒を付与,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to all enemies equal to 25% of this hero's INT. / Heal this hero for 30% of damage dealt. / {successRate}% chance to inflict Poison on this hero.",政治; 女性; フランス,Politics; Female; France,
4015,楊貴妃,Yang Guifei,Image/Heroes/4015.png,original,true,Epic,玄武,GENBU,267,86,146,127,傾国の美女,Imperial consort,バトル開始時に{triggerRate}%の確率で発動 / INTが最も低い敵のAGIを自身のINTの130%ダウン / INTが最も低い敵のAGIを対象のINTの40%アップ,"At the start of battle, {triggerRate}% chance to trigger. / Decrease the AGI of the enemy with the lowest INT by 130% of this hero's INT. / Increase the AGI of the enemy with the lowest INT by 40% of target's INT.",音楽; 女性; 中国; 芸能; 世界三大美女,Music; Female; China; Performing Arts; Top three beauties of all times and places,
4016,呂布,Lü Bu,Image/Heroes/4016.png,original,true,Epic,黄竜,KOURYU,495,142,67,74,人中に呂布あり,Kingslayer,バトル開始時に{triggerRate}%の確率で発動 / 自身のPHYを自身のPHYの10%アップ / 先頭の敵に自身のPHYの60%ダメージ / 敵全体に{successRate}%の確率で恐怖を付与,"At the start of battle, {triggerRate}% chance to trigger. / Increase this hero's PHY by 10% of this hero's PHY. / Deal damage to the first enemy equal to 60% of this hero's PHY. / {successRate}% chance to inflict Fear on all enemies.",三国志; 長柄武器,Romance of the Three Kingdoms; Pole weapon,
4017,キュリー夫人,Marie Curie,Image/Heroes/4017.png,original,true,Epic,黄竜,KOURYU,267,86,150,123,プチ・キュリー,Petit Curie,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 味方全体のPHYを自身のINTの10 ~ 15%アップ / 味方全体のHPを回復係数の25%回復 / 味方全体のシールドを対象のPHYの100%に更新,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the PHY of all allies by 10 ~ 15% of this hero's INT. / Heal all allies for 25% of Healing Coefficient. / Set the SHIELD of all allies to 100% of target's PHY if higher.",理系学問; 女性; ヨーロッパ,Hard Science; Female; Poland,
4018,孫権,Sun Quan,Image/Heroes/4018.png,original,true,Epic,朱雀,SUZAKU,405,104,86,123,若き後継者,Young successor,敵全体のHP合計が50%未満の時に{triggerRate}%の確率で1回だけ発動 / 自身のPHYを自身のPHYの20%アップ / 自身のINTを自身のINTの20%アップ / 自身のAGIを自身のAGIの20%アップ / 自身に{successRate}%の確率でバリアを付与 / 自身に100%の確率でデコイを付与,"If the total HP of all enemies is less than 50% , {triggerRate}% chance to trigger once. / Increase this hero's PHY by 20% of this hero's PHY. / Increase this hero's INT by 20% of this hero's INT. / Increase this hero's AGI by 20% of this hero's AGI. / {successRate}% chance to inflict Barrier on this hero. / 100% chance to inflict Decoy on this hero.",指導者; 三国志; 呉,Head; Romance of the Three Kingdoms; Wu,
4019,カメハメハ大王,Kamehameha I,Image/Heroes/4019.png,original,true,Epic,玄武,GENBU,291,131,123,97,ママラホエ・カナヴィ,Mamalahoe Kanawai,自身がActive Skillでダメージを受けた後に{triggerRate}%の確率で発動 / 自身のHPを受けたダメージの70%回復 / 自身のシールドを150 ~ 250に更新,"After this hero takes damage from an Active Skill, {triggerRate}% chance to trigger. / Heal this hero for 70% of damage taken. / Set this hero's SHIELD to 150 ~ 250 if higher.",指導者; 政治; アメリカ大陸; 長柄武器,Head; Politics; America; Pole weapon,
4020,カラミティ・ジェーン,Calamity Jane,Image/Heroes/4020.png,original,true,Epic,黄竜,KOURYU,381,74,131,116,法廷の疫病神,Court Calamity,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / PHYが最も高い敵のPHYを自身のINTの15%ダウン / INTが最も高い敵のINTを自身のINTの15%ダウン / AGIが最も高い敵のAGIを自身のINTの10%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the PHY of the enemy with the highest PHY by 15% of this hero's INT. / Decrease the INT of the enemy with the highest INT by 15% of this hero's INT. / Decrease the AGI of the enemy with the highest AGI by 10% of this hero's INT.",女性; 銃火器; 決闘; ウェスタン,Female; Firearms; Duel; Western,
4021,ゴッホ,Vincent van Gogh,Image/Heroes/4021.png,original,true,Epic,玄武,GENBU,336,67,157,112,ひまわり,Sunflowers,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 味方全体のINTを自身のINTの30%アップ / 自身に{successRate}%の確率で混乱を付与,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Increase the INT of all allies by 30% of this hero's INT. / {successRate}% chance to inflict Confusion on this hero.",美術; ヨーロッパ,Art; Poland,
4022,巴御前,Tomoe Gozen,Image/Heroes/4022.png,original,true,Epic,朱雀,SUZAKU,264,172,49,139,最後のいくさしてみせ奉らん,My last job,自身のHPが30%未満の時に{triggerRate}%の確率で1回だけ発動 / INTが最も高い敵に自身のPHYの160%ダメージ / 自身に自身のPHYの20 ~ 40%ダメージ,"If this hero's HP is less than 30% , {triggerRate}% chance to trigger once. / Deal damage to the enemy with the highest INT equal to 160% of this hero's PHY. / Deal damage to this hero equal to 20 ~ 40% of this hero's PHY.",女性; 平安鎌倉; 長柄武器,Female; Heian-Kamakura; Pole weapon,
4023,趙雲,Zhao Yun,Image/Heroes/4023.png,original,true,Epic,玄武,GENBU,243,154,67,146,虎威将軍,Tiger general,敵の誰かがActive Skillを使用した後に{triggerRate}%の確率で発動 / 敵全体のINTを対象のINT増加量の50%ダウン / AGIが最も高い敵のAGIを対象のAGI増加量の50%ダウン,"After an enemy uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the INT of all enemies by 50% of target's INT increase. / Decrease the AGI of the enemy with the highest AGI by 50% of target's AGI increase.",三国志; 蜀; 長柄武器,Romance of the Three Kingdoms; Shu; Pole weapon,
4024,岳飛,Yue Fei,Image/Heroes/4024.png,original,true,Epic,朱雀,SUZAKU,288,131,97,124,尽忠報国,Show the flag,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 最後尾の敵に自身のPHY/INT/AGI増加量合計の60 ~ 70%ダメージ / 自身のHPを自身のPHY/INT/AGI増加量合計の60 ~ 70%回復,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Deal damage to the last enemy equal to 60 ~ 70% of the total PHY/INT/AGI increase of this hero. / Heal this hero for 60 ~ 70% of the total PHY/INT/AGI increase of this hero.",戦術; 中国; 長柄武器,Tactics; China; Pole weapon,adversity:50
4025,武田信玄,Takeda Shingen,Image/Heroes/4025.png,original,true,Epic,青龍,SEIRYU,402,116,97,101,風林火山,Furinkazan,自身のHPが40%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のPHYを自身の最大HPの10 ~ 25%アップ / 味方全体のAGIを自身の最大HPの10 ~ 25%アップ,"If this hero's HP is less than 40% , {triggerRate}% chance to trigger once. / Increase the PHY of all allies by 10 ~ 25% of this hero's Max HP. / Increase the AGI of all allies by 10 ~ 25% of this hero's Max HP.",戦術; 戦国,Tactics; Sengoku,
4026,カエサル,Julius Caesar,Image/Heroes/4026.png,original,true,Epic,青龍,SEIRYU,366,131,56,139,来た、見た、勝った,I came I saw I conquered,自身のHPが60%未満の時に{triggerRate}%の確率で1回だけ発動 / 味方全体のPHYを自身のPHYの20 ~ 30%アップ / 敵全体のINTを自身のPHYの25 ~ 35%ダウン / 先頭の敵に敵全体のINT減少量合計の20 ~ 40%ダメージ,"If this hero's HP is less than 60% , {triggerRate}% chance to trigger once. / Increase the PHY of all allies by 20 ~ 30% of this hero's PHY. / Decrease the INT of all enemies by 25 ~ 35% of this hero's PHY. / Deal damage to the first enemy equal to 20 ~ 40% of the total INT decrease of all enemies.",指導者; 政治; 文系学問; ローマ,Head; Politics; Soft Science; Rome,
4027,土方歳三,Hijikata Toshizo,Image/Heroes/4027.png,original,true,Epic,青龍,SEIRYU,399,135,56,124,鬼の副長,Hard‐hearted Vice captain,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 先頭の敵のAGIを自身のPHYの15%ダウン / HPが最も低い味方のPHYを自身のPHYの30%アップ,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the first enemy's AGI by 15% of this hero's PHY. / Increase the PHY of the ally with the lowest HP by 30% of this hero's PHY.",幕末; 新撰組,Bakumatsu; Shinsengumi,
4028,ダーウィン,Charles Darwin,Image/Heroes/4028.png,original,true,Epic,黄竜,KOURYU,354,60,131,139,種の起源,On the Origin of Species,自身がActive Skillを使用した後に{triggerRate}%の確率で発動 / 敵全体のPHYを対象のPHY増加量の85%ダウン / 敵全体のAGIを対象のAGI増加量の85%ダウン,"After this hero uses an Active Skill, {triggerRate}% chance to trigger. / Decrease the PHY of all enemies by 85% of target's PHY increase. / Decrease the AGI of all enemies by 85% of target's AGI increase.",理系学問; 動物; イギリス,Hard Science; Animal; England,adversity:80
4029,ヤマトタケル,Yamato Takeru,Image/Heroes/4029.png,original,true,Epic,青龍,SEIRYU,366,131,75,120,三種の神器,Three Sacred Treasures,最後尾の敵Active Skillを使用した後に{triggerRate}%の確率で発動 / 敵全体のPHY/INT/AGIの最も低い方を対象のPHY/INT/AGI増加量合計の40%アップ / 敵全体のPHY/INT/AGIの最も高い方を対象のPHY/INT/AGI増加量合計の30%ダウン,"After the last enemy uses an Active Skill, {triggerRate}% chance to trigger. / Increase the lowest PHY/INT/AGI of all enemies by 40% of the total PHY/INT/AGI increase of target. / Decrease the highest PHY/INT/AGI of all enemies by 30% of the total PHY/INT/AGI increase of target.",日本; 伝承,Japan; Traditional,
4030,モーツァルト,Wolfgang Amadeus Mozart,Image/Heroes/4030.png,original,true,Epic,玄武,GENBU,324,49,160,131,アイネ・クライネ・ナハトムジーク,Eine kleine Nachtmusik,自身のPHY/INT/AGI合計が元の値の70%未満の時に{triggerRate}%の確率で1回だけ発動 / 敵全体のPHYを自身のPHY/INT/AGI減少量合計の40%ダウン / 敵全体のINTを自身のPHY/INT/AGI減少量合計の40%ダウン / 敵全体のAGIを自身のPHY/INT/AGI減少量合計の40%ダウン,"If the total PHY/INT/AGI of this hero is less than 70% of its original value, {triggerRate}% chance to trigger once. / Decrease the PHY of all enemies by 40% of the total PHY/INT/AGI decrease of this hero. / Decrease the INT of all enemies by 40% of the total PHY/INT/AGI decrease of this hero. / Decrease the AGI of all enemies by 40% of the total PHY/INT/AGI decrease of this hero.",音楽; オーストリア,Music; Austria,
4031,平将門,Taira no Masakado,Image/Heroes/4031.png,original,true,Epic,青龍,SEIRYU,435,146,60,97,首塚伝説,Legend of Kubizuka,自身が死亡した後に{triggerRate}%の確率で1回だけ発動 / 敵全体に自身のPHYの70%ダメージ / 敵全体に{successRate}%の確率で恐怖を付与,"After this hero dies, {triggerRate}% chance to trigger once. / Deal damage to all enemies equal to 70% of this hero's PHY. / {successRate}% chance to inflict Fear on all enemies.",平安鎌倉; 呪い,Heian-Kamakura; Curse,
