id,name_ja,name_en,image_file_path,hp,phy,int,agi,trend_hp,trend_phy,trend_int,trend_agi,active_skill_ids,active_skill_names_ja,active_skill_descriptions_ja,passive_skill_id,passive_skill_name_ja,passive_skill_description_ja
488,ゴースト・ヤマトタケル,Ghost Yamato Takeru,Image/Enemies/488.png,877,301,40,92,32,56,12,20,2004/2004/4059,インペリアルチャージ; インペリアルチャージ; AGI-デフラグ,先頭の敵にPHYの65〜75%分ダメージを与え、自分のPHYを5％アップ | 先頭の敵にPHYの65〜75%分ダメージを与え、自分のPHYを5％アップ | 敵全体のAGI上昇分の35%低下、味方全体のAGI減少分の35%上昇,11094,,
489,ゴースト・勝海舟,Ghost Kaishu Katsu,Image/Enemies/489.png,840,359,249,76,27,36,33,24,2511/2511/4059,榎本艦隊; 榎本艦隊; AGI-デフラグ,最もAGIが高い敵にINTの0-80%ダメージとPHYの0-70%ダメージを与え、バトル勝利時に、このヒーローの獲得CEを15%増加する | 最もAGIが高い敵にINTの0-80%ダメージとPHYの0-70%ダメージを与え、バトル勝利時に、このヒーローの獲得CEを15%増加する | 敵全体のAGI上昇分の35%低下、味方全体のAGI減少分の35%上昇,1010,無血開城,自分のHPが60%未満かつ自分のActive Skill時に45%の確率で発動 : 味方全員のPHYを、自分のINTの30%分アップ / 味方全員のINTを、自分のINTの30%分アップ
490,ゴースト・佐々木小次郎,Ghost Kojiro Sasaki,Image/Enemies/490.png,766,339,35,151,18,45,10,47,2215/2064/4057,暁に鳴く; 剣豪の一撃; PHY-デフラグ,先頭の敵にPHYの35〜40％分ダメージを与え、自分のAGIを15%分アップ | 先頭の敵にPHYの60〜70%分ダメージを与え、先頭の敵のPHYを自分のPHYの5％分ダウン | 敵全体のPHY上昇分の35%低下、味方全体のPHY減少分の35%上昇,1009,燕返し,自分がActiveSkillを使用した後、100%の確率で発動 : 自分のAGIを、自分のAGIの10%分アップ / 自分のPHY/INTの低い方を、自分のAGIの5%-8%分アップ / 中衛の敵のPHY/INTの高い方を、自分のAGIの5%-8%分ダウン
491,ゴースト・トーマス・エジソン,Ghost Thomas Edison,Image/Enemies/491.png,839,47,334,88,25,14,55,26,2015/2015/4058,グランダルメ一斉射撃; グランダルメ一斉射撃; INT-デフラグ,敵全体にINTの45〜50%ダメージを与え、自分のINTを10％アップ | 敵全体にINTの45〜50%ダメージを与え、自分のINTを10％アップ | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,1012,エジソン・エフェクト,自分がActiveSkillを使用した後、25%の確率で発動 : 味方全員のINTを、自分のINTの30%分アップ
492,ゴースト・韓信,Ghost Han Xin,Image/Enemies/492.png,999,306,51,116,21,51,14,34,2601/2601/4057,ディヴィシオ・レグノールム; ディヴィシオ・レグノールム; PHY-デフラグ,"一番HPの低い味方のHPを、PHY回復係数の70%~80%分回復,自分のPHYを、自分のPHYの10%分アップ | 一番HPの低い味方のHPを、PHY回復係数の70%~80%分回復,自分のPHYを、自分のPHYの10%分アップ | 敵全体のPHY上昇分の35%低下、味方全体のPHY減少分の35%上昇",11142,,
493,ゴースト・マルクス,Ghost Karl Marx,Image/Enemies/493.png,852,56,334,47,27,19,60,14,2078/2276/4058,万能人の遺稿; 古老の知恵; INT-デフラグ,敵全体にINTの45〜50%ダメージを与え、先頭の敵のINTを自分のINTの10％分ダウン | 最もHPの低い敵にINTの25~30%分ダメージを与え、睡眠状態させることがある | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,11032,,
494,ゴースト・カラミティ・ジェーン,Ghost Calamity Jane,Image/Enemies/494.png,892,33,309,58,36,14,50,20,2528/2528/4058,ウィズダム狙撃兵; ウィズダム狙撃兵; INT-デフラグ,最もAGIの高い敵にINTの45-55%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある | 最もAGIの高い敵にINTの45-55%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,11062,,
495,ゴースト・ナイチンゲール,Ghost Florence Nightingale,Image/Enemies/495.png,731,145,182,92,34,27,33,26,2397/2453/3110,攻めること火の如し; フリッグの祈り; 女神のウィンク,先頭の敵にPHYの35〜40％分ダメージを与え、最もHPの低い味方のINTをこのヒーローのINTの15％分アップし、自分のPHYを自分のINTの10%アップ | 最もHPが低い味方に50〜60%の回復効果を与え、最もPHYが高い味方のAGIをこのヒーローのAGIの15％アップ [LE7-Strawberry] / 最もHPが低い味方に50〜60%の回復効果を与え、最もPHYが高い味方のAGIをこのヒーローのAGIの15％アップ | 先頭の敵にPHYの40％分ダメージを与え、先頭の敵のPHYをINTの5％ダウン,1007,白衣の天使,自分のHPが60%未満かつ自分のActive Skill時に70%の確率で発動 : 味方全員のHPを、回復係数の100%分回復
496,ゴースト・趙雲,Ghost Zhao Yun,Image/Enemies/496.png,565,231,38,79,38,49,10,23,3115/2373/2373,ハード・トレーニング; 正義の鉄槌; 正義の鉄槌,自分のPHYを5％アップし、先頭の敵のPHYをPHYの5％分ダウン | 先頭の敵にPHYの60〜70％分ダメージを与え、自分のPHYバフの25％分PHYアップし、自分に10％を回復 | 先頭の敵にPHYの60〜70％分ダメージを与え、自分のPHYバフの25％分PHYアップし、自分に10％を回復,11069,,
497,ゴースト・ファーブル,Ghost Jean-Henri Fabre,Image/Enemies/497.png,698,44,231,68,30,14,57,19,2569/2569/3114,友好の証; 友好の証; フル・スロットル,一番PHYの低い敵のHPに自分のINTの55-65%ダメージ、一番PHYの低い敵のHPに自分のINT低下分の62-66%ダメージ | 一番PHYの低い敵のHPに自分のINTの55-65%ダメージ、一番PHYの低い敵のHPに自分のINT低下分の62-66%ダメージ | 自分のAGIを5％アップし、先頭の敵のAGIをAGIの5％分ダウン,1154,動物行動学,初めて自分のHPが80%未満になった後、100%の確率で発動 : 自分のINTを、自分のINTの100%分ダウン / 最もPHYが高い味方のPHYを、自分のINT低下分の75%分アップ / 味方全員のHPを、自分のINT低下分の45%分回復
498,ゴースト・サトシ・ナカモト OMEGA CC,Ghost SATOSHI・NAKAMOTO OMEGA CC,Image/Enemies/498.png,812,132,28,69,53,41,7,19,2039/2373/3119,超合金; 正義の鉄槌; 自由の女神,自分のPHYを25〜30％アップし、自分に10％の回復効果を与える | 先頭の敵にPHYの60〜70％分ダメージを与え、自分のPHYバフの25％分PHYアップし、自分に10％を回復 | 敵全員のHPに、自分のPHYの15%分ダメージ / 敵全員のPHYを、対象のPHY増加分の20%-40%分ダウン,1120,マイニング OMEGA CC,自分がActiveSkillを使用した後、40%の確率で発動 : 最後尾の味方のPHYを、自分のPHYの25%-30%分アップ / 最後尾の味方のAGIを、自分のPHYの25%-30%分アップ
499,ゴースト・チンギス・ハン,Ghost Genghis Khan,Image/Enemies/451.png,502,127,48,89,25,46,17,32,2552/2552/3008,不死族の王; 不死族の王; ホワイトキャンディー,味方全員のHPに自分のPHYの15%分ダメージを与え、自分のHPを回復係数の50%分回復 | 味方全員のHPに自分のPHYの15%分ダメージを与え、自分のHPを回復係数の50%分回復 | 味方全体に20%の回復効果を与える,1058,蒼狼,自分がActiveSkillでダメージを受けた後、100%の確率で発動 : 先頭の敵のHPに、自分のPHYの40%分ダメージ / 自分のCHARGEを、敵全体のAGI増加分合計の25%-35%分アップ
500,ゴースト・ツタンカーメン,Ghost Tutankhamun,Image/Enemies/500.png,707,223,49,65,56,35,13,16,2039/2039/3119,超合金; 超合金; 自由の女神,自分のPHYを25〜30％アップし、自分に10％の回復効果を与える | 自分のPHYを25〜30％アップし、自分に10％の回復効果を与える | 敵全員のHPに、自分のPHYの15%分ダメージ / 敵全員のPHYを、対象のPHY増加分の20%-40%分ダウン,1135,ファラオの呪い,バトル開始時、敵全員のHPに自分のPHYの80％ダメージ
501,ゴースト・クレオパトラ,Ghost Cleopatra,Image/Enemies/433.png,776,39,301,202,39,6,45,30,2550/2639/3001,愛を乞う鳥のさえずり; 織女星の蒼き煌めき; ブラックシャウト,先頭の敵のHPに自分のINTの40％分ダメージを与え、先頭の味方のINTを自分のINTの10%分アップ | 最後尾INT攻撃と睡眠 | 先頭の敵にINTの40~50%分ダメージ,11086,,
502,ゴースト・曹操,Ghost Cao Cao,Image/Enemies/467.png,607,352,137,254,26,46,17,31,2623/2469/3002,死神は最後に笑う; 温州路; レッドストライク,スタン、PHYバフ、INTバフ | 敵全体のPHYをこのヒーローのPHYの10%分ダウンし、最後尾の敵にこのヒーローのPHYの60％分ダメージ [LE9 - Tangerine] / 敵全体のPHYをこのヒーローのPHYの10%分ダウンし、最後尾の敵にこのヒーローのPHYの60％分ダメージ | 先頭の敵にPHYの40~60%分ダメージ,1003,乱世の奸雄,自分がActiveSkillを使用した後、100%の確率で発動 : 最もPHYが高い味方のPHYを、自分のPHYの10%分アップ / 自分のPHYを、自分のPHYの15%分アップ / 自分のHPを、自分のPHYの30%分回復
503,ゴースト・カール大帝,Ghost Charles the Great,Image/Enemies/443.png,550,90,309,239,28,13,45,34,2639/2381/3001,織女星の蒼き煌めき; 崩城の一撃; ブラックシャウト,最後尾INT攻撃と睡眠 | 先頭の敵にINTの55〜65％分ダメージを与え、自分のINTバフの25％分INTアップし、自分に10％を回復 | 先頭の敵にINTの40~50%分ダメージ,1084,キングオブハート,自分がActiveSkillを使用した後、50%の確率で発動 : 自分のINTを、自分のINTの30%分アップ / 最もINTの高い敵のINTを、対象のINTの30%分ダウン / 最もINTの高い敵のHPに、自分のINT増加分の40%-60%分ダメージ
504,ゴースト・マリー・アントワネット,Ghost Marie Antoinette,Image/Enemies/504.png,543,78,223,81,27,26,42,25,2360/2360/4058,棟梁の舞; 棟梁の舞; INT-デフラグ,敵全体にINTの30〜35%ダメージを与え、最もPHYの高い味方に10%の回復効果。自分のINTをこのヒーローのINTの5％アップ | 敵全体にINTの30〜35%ダメージを与え、最もPHYの高い味方に10%の回復効果。自分のINTをこのヒーローのINTの5％アップ | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,11031,,
505,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,Image/Enemies/505.png,673,44,499,65,29,13,59,19,2078/2078/4058,万能人の遺稿; 万能人の遺稿; INT-デフラグ,敵全体にINTの45〜50%ダメージを与え、先頭の敵のINTを自分のINTの10％分ダウン | 敵全体にINTの45〜50%ダメージを与え、先頭の敵のINTを自分のINTの10％分ダウン | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,1118,奴隷解放宣言,味方全体のHPが50％未満になった時、味方全体に30％回復を与え、敵全体に40-50％のINTダメージを与える
506,ゴースト・黒髭,Ghost Blackbeard,Image/Enemies/506.png,652,104,66,288,35,29,18,38,2051/2623/4059,神託の軍馬; 死神は最後に笑う; AGI-デフラグ,味方全体のAGIを自分のAGIの5〜15%分アップ | スタン、PHYバフ、INTバフ | 敵全体のAGI上昇分の35%低下、味方全体のAGI減少分の35%上昇,1127,クイーン・アンズ・リベンジ,アクティブ時30%の確率で最後尾の敵のAGIを自分のAGIの10-20%ダウンし、自分のAGIを自分のAGIの10-20%分アップし、自分のHPを自分のAGIの10-20%分回復する
507,ゴースト・始皇帝,Ghost Qin Shi Huang,Image/Enemies/468.png,904,573,594,71,29,20,52,19,2275/2275/4058,白羽の矢; 白羽の矢; INT-デフラグ,最もHPの低い敵にINTの30~35%分ダメージを与え、睡眠状態させることがある | 最もHPの低い敵にINTの30~35%分ダメージを与え、睡眠状態させることがある | 敵全体のINT上昇分の35%低下、味方全体のINT減少分の35%上昇,4060,【闇天啓】中国統一,チーム全体のHPが55％未満になった時、敵味方全体のAGIを100％ダウンし、敵全体を気絶させる。このヒーローのAGIをデバフ分100％アップ / チーム全体のHPが55％未満になった時、敵味方全体のAGIをの100％ダウンし、このヒーローのAGIをデバフ分100％アップ
508,ゴースト・黄忠,Ghost Huang Zhong,Image/Enemies/508.png,474,245,63,142,9,48,19,44,2131/2131/3103,扇落とし; 扇落とし; 無垢なる忠誠,最もINTの高い敵にPHYの55〜75％分ダメージを与え、自分のPHYを10％アップ | 最もINTの高い敵にPHYの55〜75％分ダメージを与え、自分のPHYを10％アップ | 先頭の敵にPHYの40％分ダメージを与え、自分に10％の回復効果を与える,1066,神箭手,自分がActiveSkillを使用した後、0%の確率で発動 : 最もPHYの高い敵のPHYを、自分のPHYの30%分ダウン / 最もPHYの高い敵のAGIを、自分のINTの20%分ダウン / 最もPHYの高い敵を重力にすることがある
509,ゴースト・岳飛,Ghost Yue Fei,Image/Enemies/509.png,440,192,51,81,28,50,16,26,2144/2156/3103,鬼武蔵; 旋風斬り; 無垢なる忠誠,「先頭の敵にこのヒーローのPHYの30〜35%分ダメージを与える」を2回繰り返し、先頭の味方のPHYをこのヒーローのPHYの5%分アップ | 先頭の敵にPHYの55〜65％分ダメージを与え、混乱状態にさせることがある。最もHPの低い味方のPHYをこのヒーローのPHYの5％アップ | 先頭の敵にPHYの40％分ダメージを与え、自分に10％の回復効果を与える,11072,,
510,ゴースト・黒髭,Ghost Blackbeard,Image/Enemies/506.png,641,201,29,116,39,35,9,37,2519/2040/3003,ククリ; 蒸着; ブルーブロッサム,最もAGIの高い敵にPHYの55-65%ダメージを与え、最もAGIの高い敵を恐怖状態にすることがある。最もAGIの高い敵のPHYを5％ダウン | 自分のPHYを20〜25％アップし、自分に5％の回復効果を与える | 先頭の味方のINT / AGIをINTの10％分アップ,1127,クイーン・アンズ・リベンジ,アクティブ時30%の確率で最後尾の敵のAGIを自分のAGIの10-20%ダウンし、自分のAGIを自分のAGIの10-20%分アップし、自分のHPを自分のAGIの10-20%分回復する
511,ゴースト・ゴッホ,Ghost Vincent van Gogh,Image/Enemies/424.png,458,32,238,89,30,12,49,29,3004/2091/2092,グリーンリース; 不思議な光; ウィズダムブライト,先頭の味方のPHY / AGIをINTの15％分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 最もHPが低い味方に50〜60％の回復効果を与える,1065,ひまわり,Active時30%の確率で味方全員のINTをこのヒーローのINTの30%分アップし、このヒーローは混乱することがある
512,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,Image/Enemies/423.png,430,49,245,93,26,16,49,29,3004/2028/2527,グリーンリース; ムジカノーヴァ; 雑賀衆,先頭の味方のPHY / AGIをINTの15％分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、自分のINTを5％アップ | 最もAGIの高い敵にINTの50-60%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある。最もAGIの高い敵のINTを5％ダウン,1008,歓喜の歌,初めてHP50%未満になった時、敵全員のPHY / INT / AGIをINTの25%分ダウン
513,ゴースト・上杉謙信,Ghost Uesugi Kenshin,Image/Enemies/425.png,500,48,261,84,24,17,52,27,2016/2079/3002,三銃士の一斉射撃; 現代の予言書; レッドストライク,敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの40〜45%ダメージを与え、先頭の敵のINTを自分のINTの5％分ダウン | 先頭の敵にPHYの40~60%分ダメージ,1114,毘沙門天の化身,初めてこのヒーローのHPが40％未満になった時、味方全体のINTとAGIをこのヒーローの最大HPの10~25％分アップ
514,ゴースト・ゴッホ,Ghost Vincent van Gogh,Image/Enemies/424.png,515,32,263,92,25,12,54,29,2091/2016/3002,不思議な光; 三銃士の一斉射撃; レッドストライク,最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 先頭の敵にPHYの40~60%分ダメージ,1065,ひまわり,Active時30%の確率で味方全員のINTをこのヒーローのINTの30%分アップし、このヒーローは混乱することがある
515,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,Image/Enemies/487.png,543,37,255,86,28,14,51,27,2527/2016/3002,雑賀衆; 三銃士の一斉射撃; レッドストライク,最もAGIの高い敵にINTの50-60%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある。最もAGIの高い敵のINTを5％ダウン | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 先頭の敵にPHYの40~60%分ダメージ,1011,ワンホールショット,自分がActiveSkillでダメージを受けた後、100%の確率で発動 : 先頭の敵のHPに、自分のINTの40%分ダメージ
516,ゴースト・ゴッホ,Ghost Vincent van Gogh,Image/Enemies/424.png,570,32,248,93,30,12,49,29,2091/2091/3002,不思議な光; 不思議な光; レッドストライク,最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 先頭の敵にPHYの40~60%分ダメージ,1065,ひまわり,Active時30%の確率で味方全員のINTをこのヒーローのINTの30%分アップし、このヒーローは混乱することがある
517,ゴースト・伊達政宗,Ghost Masamune Date,Image/Enemies/486.png,675,151,175,82,43,26,24,27,2091/2348/3002,不思議な光; 開拓者の一歩; レッドストライク,最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 自分に30~35%の回復効果を与え、自分のAGIを9%分アップ | 先頭の敵にPHYの40~60%分ダメージ,1014,独眼竜,自分がActiveSkillを使用した後、30%の確率で発動 : 先頭の敵のHPに、自分のINTの140%分ダメージ / 先頭の敵のHPに、自分のINT低下分の70%分ダメージ / 中衛の敵のPHY/INT/AGIの高い方を、敵全体のPHY/INT/AGI増加分合計の30%分ダウン
518,ゴースト・上杉謙信,Ghost Uesugi Kenshin,Image/Enemies/425.png,662,48,228,67,40,17,41,22,2240/2240/3002,ドラゴンクエイク; ドラゴンクエイク; レッドストライク,敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 先頭の敵にPHYの40~60%分ダメージ,1114,毘沙門天の化身,初めてこのヒーローのHPが40％未満になった時、味方全体のINTとAGIをこのヒーローの最大HPの10~25％分アップ
519,ゴースト・武田信玄,Ghost Takeda Shingen,Image/Enemies/519.png,579,235,48,87,31,45,17,27,2414/2470/3002,クラーケン; 仏の掌; レッドストライク,前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ [LE2-Ocean] / 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に75%分のダメージ | 敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 先頭の敵にPHYの40~60%分ダメージ,1078,風林火山,初めてこのヒーローのHPが40％未満になった時、味方全体のPHYとAGIをこのヒーローの最大HPの10~25％分アップ
520,ゴースト・近藤勇,Ghost Kondo Isami,Image/Enemies/436.png,573,239,28,105,31,47,8,34,2519/2470/3002,ククリ; 仏の掌; レッドストライク,最もAGIの高い敵にPHYの55-65%ダメージを与え、最もAGIの高い敵を恐怖状態にすることがある。最もAGIの高い敵のPHYを5％ダウン | 敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 先頭の敵にPHYの40~60%分ダメージ,1126,長曽祢虎徹,Active時30%の確率で味方全員のPHYをこのヒーローのPHYの30%分アップし、このヒーローは混乱することがある
521,ゴースト・沖田総司,Ghost Soji Okita,Image/Enemies/437.png,546,235,47,98,29,46,14,31,2470/2470/3002,仏の掌; 仏の掌; レッドストライク,敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 敵全体のPHYをこのヒーローのPHYの9%分ダウンし、最後尾の敵にこのヒーローのPHYの50％分ダメージ [LE9 - Tangerine] | 先頭の敵にPHYの40~60%分ダメージ,1033,三段突き,初めてHPが50％未満になった時、「先頭の敵にPHYの50％分のダメージ」を3回繰り返す
522,ゴースト・近藤勇,Ghost Kondo Isami,Image/Enemies/436.png,322,115,28,113,37,38,8,37,2519/2103/3002,ククリ; 聖女の祈り; レッドストライク,最もAGIの高い敵にPHYの55-65%ダメージを与え、最もAGIの高い敵を恐怖状態にすることがある。最もAGIの高い敵のPHYを5％ダウン | 先頭の敵にPHYの32〜37%分ダメージを与え、先頭の敵のAGIを自分のPHYの10%分ダウン | 先頭の敵にPHYの40~60%分ダメージ,1126,長曽祢虎徹,Active時30%の確率で味方全員のPHYをこのヒーローのPHYの30%分アップし、このヒーローは混乱することがある
523,ゴースト・土方歳三,Ghost Hijikata Toshizo,Image/Enemies/438.png,249,165,30,81,28,57,9,26,2064/2004/3002,剣豪の一撃; インペリアルチャージ; レッドストライク,先頭の敵にPHYの60〜70%分ダメージを与え、先頭の敵のPHYを自分のPHYの5％分ダウン | 先頭の敵にPHYの65〜75%分ダメージを与え、自分のPHYを5％アップ | 先頭の敵にPHYの40~60%分ダメージ,1087,鬼の副長,自分がActiveSkillを使用した後、50%の確率で発動 : 先頭の敵のAGIを、自分のPHYの15%分ダウン / 最もHPの低い味方のPHYを、自分のPHYの30%分アップ
524,ゴースト・沖田総司,Ghost Soji Okita,Image/Enemies/437.png,353,83,47,115,40,29,14,37,2252/2252/3002,レイドブル; レイドブル; レッドストライク,敵全体にPHYの45~55%分ダメージを与え、自分のPHYを6%ダウン | 敵全体にPHYの45~55%分ダメージを与え、自分のPHYを6%ダウン | 先頭の敵にPHYの40~60%分ダメージ,1033,三段突き,初めてHPが50％未満になった時、「先頭の敵にPHYの50％分のダメージ」を3回繰り返す
525,ゴースト・チャイコフスキー,Ghost Pyotr Tchaikovsky,Image/Enemies/483.png,382,40,222,92,22,13,54,31,2016/2016/3002,三銃士の一斉射撃; 三銃士の一斉射撃; レッドストライク,敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 敵全体にINTの40〜45%ダメージを与え、自分のINTを5％アップ | 先頭の敵にPHYの40~60%分ダメージ,1034,白鳥の湖,初死亡時、HP20%で復活し、自分のAGIを30%アップ
526,ゴースト・ダーウィン,Ghost Charles Darwin,Image/Enemies/479.png,549,109,67,105,29,35,22,34,2240/2240/3002,ドラゴンクエイク; ドラゴンクエイク; レッドストライク,敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 敵全体にINTの25〜30%ダメージを与え、敵全体のINTをこのヒーローのINTの9%分ダウン | 先頭の敵にPHYの40~60%分ダメージ,1091,種の起源,自分がActiveSkillを使用した後、0%の確率で発動 : 敵全員のPHYを、対象のPHY増加分の85%分ダウン / 敵全員のAGIを、対象のAGI増加分の85%分ダウン
527,ゴースト・ゴッホ,Ghost Vincent van Gogh,Image/Enemies/424.png,570,118,81,74,30,40,26,24,2091/2091/3002,不思議な光; 不思議な光; レッドストライク,最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 最もHPが低い味方に60〜70％の回復効果を与え、先頭の味方のINTをINTの5%分アップ | 先頭の敵にPHYの40~60%分ダメージ,1065,ひまわり,Active時30%の確率で味方全員のINTをこのヒーローのINTの30%分アップし、このヒーローは混乱することがある
528,ゴースト・アレキサンダー,Ghost Alexander the Great,Image/Enemies/463.png,579,138,68,140,27,38,17,38,2518/2561/3002,パラケルススの一閃; 金剛; レッドストライク,最もAGIの高い敵にPHYの60-70%ダメージを与え、最もAGIの高い敵を恐怖状態にすることがある。最もAGIの高い敵のPHYを10％ダウン | 一番PHYの低い敵のHPに自分のPHYの65-75%ダメージ、一番PHYの低い敵のINTを自分のPHYの10%ダウン | 先頭の敵にPHYの40~60%分ダメージ,1111,征服王の偉業,初死亡時、先頭の味方にこのヒーローのPHYとINTとAGIのそれぞれ120％-140%分アップ
529,ゴースト・チンギス・ハン,Ghost Genghis Khan,Image/Enemies/451.png,713,118,39,145,39,33,10,38,2251/2251/3002,グレイトホーン; グレイトホーン; レッドストライク,敵全体にPHYの50~60%分ダメージを与え、自分のPHYを5%ダウン | 敵全体にPHYの50~60%分ダメージを与え、自分のPHYを5%ダウン | 先頭の敵にPHYの40~60%分ダメージ,1058,蒼狼,自分がActiveSkillでダメージを受けた後、100%の確率で発動 : 先頭の敵のHPに、自分のPHYの40%分ダメージ / 自分のCHARGEを、敵全体のAGI増加分合計の25%-35%分アップ
530,ゴースト・近藤勇,Ghost Kondo Isami,Image/Enemies/436.png,686,139,28,103,39,42,8,31,2251/2413/3002,グレイトホーン; リヴァイアサン; レッドストライク,敵全体にPHYの50~60%分ダメージを与え、自分のPHYを5%ダウン | 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に85%分のダメージ [LE2-Ocean] / 前衛の敵にPHYの20％分ダメージ、中衛の敵に40%分のダメージ、後衛の敵に85%分のダメージ | 先頭の敵にPHYの40~60%分ダメージ,1126,長曽祢虎徹,Active時30%の確率で味方全員のPHYをこのヒーローのPHYの30%分アップし、このヒーローは混乱することがある
531,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,Image/Enemies/423.png,592,49,186,80,32,16,48,24,2527/2381/3001,雑賀衆; 崩城の一撃; ブラックシャウト,最もAGIの高い敵にINTの50-60%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある。最もAGIの高い敵のINTを5％ダウン | 先頭の敵にINTの55〜65％分ダメージを与え、自分のINTバフの25％分INTアップし、自分に10％を回復 | 先頭の敵にINTの40~50%分ダメージ,1008,歓喜の歌,初めてHP50%未満になった時、敵全員のPHY / INT / AGIをINTの25%分ダウン
532,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,Image/Enemies/445.png,713,56,251,119,36,15,40,29,2526/2287/3104,毛利秀包の号令; 太陽神の加護; モンキー・マジック,最もAGIの高い敵にINTの55-65%ダメージを与え、最もAGIの高い敵を混乱状態にすることがある。最もAGIの高い敵のINTを10％ダウン | 最もHPの低い味方のPHYをこのヒーローのINTの15~25%分アップさせ、20~40%の回復効果を与える | 先頭の敵にINTの30％分ダメージを与え、先頭の敵を混乱状態にすることがある,1002,コルシカの悪魔,自分がActiveSkillを使用した後、25%の確率で発動 : 先頭の敵のHPに、自分のINTの150%-200%分ダメージ
533,ゴースト・ゴッホ,Ghost Vincent van Gogh,Image/Enemies/424.png,591,38,184,100,31,10,49,30,2090/2090/3008,女王の威光; 女王の威光; ホワイトキャンディー,最もHPが低い味方に70〜80%の回復効果を与え、先頭の味方のINTをINTの10％分アップ | 最もHPが低い味方に70〜80%の回復効果を与え、先頭の味方のINTをINTの10％分アップ | 味方全体に20%の回復効果を与える,1065,ひまわり,Active時30%の確率で味方全員のINTをこのヒーローのINTの30%分アップし、このヒーローは混乱することがある
534,ゴースト・カール大帝,Ghost Charles the Great,Image/Enemies/443.png,574,67,192,159,26,20,32,42,2389/2389/3008,皇帝の威光; 皇帝の威光; ホワイトキャンディー,最もHPが低い味方に50〜60%の回復効果を与え、自分のAGIバフの25％分AGIアップし、自分に10％を回復 | 最もHPが低い味方に50〜60%の回復効果を与え、自分のAGIバフの25％分AGIアップし、自分に10％を回復 | 味方全体に20%の回復効果を与える,1084,キングオブハート,自分がActiveSkillを使用した後、50%の確率で発動 : 自分のINTを、自分のINTの30%分アップ / 最もINTの高い敵のINTを、対象のINTの30%分ダウン / 最もINTの高い敵のHPに、自分のINT増加分の40%-60%分ダメージ
