skillId,name_en,name_ja,description_ja
2246,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2247,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2247,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2248,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2248,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2249,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2249,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2250,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2250,Dragon's eyes,リュウガン,敵全体にINTの10〜15%ダメージを与え、敵全体のINTをこのヒーローのINTの5%分ダウン
2251,Great Horn,グレイトホーン,敵全体にPHYの50~60%分ダメージを与え、自分のPHYを5%ダウン
2251,Great Horn,グレイトホーン,敵全体にPHYの50~60%分ダメージを与え、自分のPHYを5%ダウン
2252,Raid Bull,レイドブル,敵全体にPHYの45~55%分ダメージを与え、自分のPHYを6%ダウン
2252,Raid Bull,レイドブル,敵全体にPHYの45~55%分ダメージを与え、自分のPHYを6%ダウン
2253,Brave Bull Demon,ブレイブギュウキ,敵全体にPHYの40~50%分ダメージを与え、自分のPHYを7%ダウン
2253,Brave Bull Demon,ブレイブギュウキ,敵全体にPHYの40~50%分ダメージを与え、自分のPHYを7%ダウン
2254,Elite Bull Demon,エリートギュウキ,敵全体にPHYの35~45%分ダメージを与え、自分のPHYを8%ダウン
2254,Elite Bull Demon,エリートギュウキ,敵全体にPHYの35~45%分ダメージを与え、自分のPHYを8%ダウン
2255,Bull Demon,ギュウキ,敵全体にPHYの30~40%分ダメージを与え、自分のPHYを9%ダウン
2255,Bull Demon,ギュウキ,敵全体にPHYの30~40%分ダメージを与え、自分のPHYを9%ダウン
2256,Bullfighting S,トウギュウS,敵全体にPHYの35~45%分ダメージを与え、自分のPHYを8%ダウン
2256,Bullfighting S,トウギュウS,敵全体にPHYの35~45%分ダメージを与え、自分のPHYを8%ダウン
2257,Bullfighting A,トウギュウA,敵全体にPHYの30~40%分ダメージを与え、自分のPHYを9%ダウン
2257,Bullfighting A,トウギュウA,敵全体にPHYの30~40%分ダメージを与え、自分のPHYを9%ダウン
2258,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2258,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2259,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2259,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2260,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2260,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2261,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2261,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2262,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2262,Bullfighting,トウギュウ,敵全体にPHYの25~35%分ダメージを与え、自分のPHYを10%ダウン
2263,War Elephants Charging,戦象部隊の突撃,先頭の敵にPHYの35〜40％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの10%分アップ
2263,War Elephants Charging,戦象部隊の突撃,先頭の敵にPHYの35〜40％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの10%分アップ
2264,Lyuba,リューバ,先頭の敵にPHYの30〜35％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの9%分アップ
2264,Lyuba,リューバ,先頭の敵にPHYの30〜35％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの9%分アップ
2265,Brave Eight Phenomena,ブレイブハッショウ,先頭の敵にPHYの25〜30％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの8%分アップ
2265,Brave Eight Phenomena,ブレイブハッショウ,先頭の敵にPHYの25〜30％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの8%分アップ
2266,Elite Eight Phenomena,エリートハッショウ,先頭の敵にPHYの20〜25％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの7%分アップ
2266,Elite Eight Phenomena,エリートハッショウ,先頭の敵にPHYの20〜25％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの7%分アップ
2267,Eight Phenomena,ハッショウ,先頭の敵にPHYの15〜20％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの6%分アップ
2267,Eight Phenomena,ハッショウ,先頭の敵にPHYの15〜20％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの6%分アップ
2268,Ivory S,ゾウゲS,先頭の敵にPHYの20〜25％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの7%分アップ
2268,Ivory S,ゾウゲS,先頭の敵にPHYの20〜25％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの7%分アップ
2269,Ivory A,ゾウゲA,先頭の敵にPHYの15〜20％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの6%分アップ
2269,Ivory A,ゾウゲA,先頭の敵にPHYの15〜20％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの6%分アップ
2270,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2270,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2271,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2271,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2272,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2272,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2273,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2273,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2274,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2274,Ivory,ゾウゲ,先頭の敵にPHYの10〜15％分ダメージを与え、味方全体のPHYをこのヒーローのPHYの5%分アップ
2275,Victim of Ayakashi,白羽の矢,最もHPの低い敵にINTの30~35%分ダメージを与え、睡眠状態させることがある
2275,Victim of Ayakashi,白羽の矢,最もHPの低い敵にINTの30~35%分ダメージを与え、睡眠状態させることがある
2276,Silver back,古老の知恵,最もHPの低い敵にINTの25~30%分ダメージを与え、睡眠状態させることがある
2276,Silver back,古老の知恵,最もHPの低い敵にINTの25~30%分ダメージを与え、睡眠状態させることがある
2277,Wisdom Monkey's INT,ウィズダムサルヂエ,最もHPの低い敵にINTの20~25%分ダメージを与え、睡眠状態させることがある
2277,Wisdom Monkey's INT,ウィズダムサルヂエ,最もHPの低い敵にINTの20~25%分ダメージを与え、睡眠状態させることがある
2278,Elite Monkey's INT,エリートサルヂエ,最もHPの低い敵にINTの15~20%分ダメージを与え、睡眠状態させることがある
2278,Elite Monkey's INT,エリートサルヂエ,最もHPの低い敵にINTの15~20%分ダメージを与え、睡眠状態させることがある
2279,Monkey's INT,サルヂエ,最もHPの低い敵にINTの10~15%分ダメージを与え、睡眠状態させることがある
2279,Monkey's INT,サルヂエ,最もHPの低い敵にINTの10~15%分ダメージを与え、睡眠状態させることがある
2280,Monkey Dance S,サルマワシS,最もHPの低い敵にINTの15~20%分ダメージを与え、睡眠状態させることがある
2280,Monkey Dance S,サルマワシS,最もHPの低い敵にINTの15~20%分ダメージを与え、睡眠状態させることがある
2281,Monkey Dance A,サルマワシA,最もHPの低い敵にINTの10~15%分ダメージを与え、睡眠状態させることがある
2281,Monkey Dance A,サルマワシA,最もHPの低い敵にINTの10~15%分ダメージを与え、睡眠状態させることがある
2282,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2282,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2283,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2283,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2284,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2284,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2285,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2285,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2286,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2286,Monkey Dance,サルマワシ,最もHPの低い敵にINTの10%分ダメージを与え、睡眠状態させることがある
2287,Blessings of the sun,太陽神の加護,最もHPの低い味方のPHYをこのヒーローのINTの15~25%分アップさせ、20~40%の回復効果を与える
2287,Blessings of the sun,太陽神の加護,最もHPの低い味方のPHYをこのヒーローのINTの15~25%分アップさせ、20~40%の回復効果を与える
2288,Mucalinda,ムチャリンダ,最もHPの低い味方のPHYをこのヒーローのINTの13~23%分アップさせ、18~38%の回復効果を与える
2288,Mucalinda,ムチャリンダ,最もHPの低い味方のPHYをこのヒーローのINTの13~23%分アップさせ、18~38%の回復効果を与える
2289,Wisdom Uwabami,ウィズダムウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの11~21%分アップさせ、16~36%の回復効果を与える
2289,Wisdom Uwabami,ウィズダムウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの11~21%分アップさせ、16~36%の回復効果を与える
2290,Elite Uwabami,エリートウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの9~19%分アップさせ、14~34%の回復効果を与える
2290,Elite Uwabami,エリートウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの9~19%分アップさせ、14~34%の回復効果を与える
2291,Uwabami,ウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの7~17%分アップさせ、12~32%の回復効果を与える
2291,Uwabami,ウワバミ,最もHPの低い味方のPHYをこのヒーローのINTの7~17%分アップさせ、12~32%の回復効果を与える
2292,Yabuhebi S,ヤブヘビS,最もHPの低い味方のPHYをこのヒーローのINTの9~19%分アップさせ、14~34%の回復効果を与える
2292,Yabuhebi S,ヤブヘビS,最もHPの低い味方のPHYをこのヒーローのINTの9~19%分アップさせ、14~34%の回復効果を与える
2293,Yabuhebi A,ヤブヘビA,最もHPの低い味方のPHYをこのヒーローのINTの7~17%分アップさせ、12~32%の回復効果を与える
2293,Yabuhebi A,ヤブヘビA,最もHPの低い味方のPHYをこのヒーローのINTの7~17%分アップさせ、12~32%の回復効果を与える
2294,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2294,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2295,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2295,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2296,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2296,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2297,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2297,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2298,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2298,Yabuhebi,ヤブヘビ,最もHPの低い味方のPHYをこのヒーローのINTの5~15%分アップさせ、10~30%の回復効果を与える
2299,Vanquish the Monky God,猿神退治,最もINTの高い敵にINTの50~60%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの10%分ダウン
2299,Vanquish the Monky God,猿神退治,最もINTの高い敵にINTの50~60%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの10%分ダウン
2300,Dogfight,ドッグファイト,最もINTの高い敵にINTの45~55%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの9%分ダウン
2300,Dogfight,ドッグファイト,最もINTの高い敵にINTの45~55%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの9%分ダウン
2301,Wisdom Hound,ウィズダムリョウケン,最もINTの高い敵にINTの40~50%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの8%分ダウン
2301,Wisdom Hound,ウィズダムリョウケン,最もINTの高い敵にINTの40~50%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの8%分ダウン
2302,Elite Hound,エリートリョウケン,最もINTの高い敵にINTの35~45%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの7%分ダウン
2302,Elite Hound,エリートリョウケン,最もINTの高い敵にINTの35~45%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの7%分ダウン
2303,Hound,リョウケン,最もINTの高い敵にINTの30~40%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの6%分ダウン
2303,Hound,リョウケン,最もINTの高い敵にINTの30~40%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの6%分ダウン
2304,Kenga S,ケンガS,最もINTの高い敵にINTの35~45%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの7%分ダウン
2304,Kenga S,ケンガS,最もINTの高い敵にINTの35~45%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの7%分ダウン
2305,Kenga A,ケンガA,最もINTの高い敵にINTの30~40%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの6%分ダウン
2305,Kenga A,ケンガA,最もINTの高い敵にINTの30~40%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの6%分ダウン
2306,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2306,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2307,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2307,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2308,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2308,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2309,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2309,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2310,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2310,Kenga,ケンガ,最もINTの高い敵にINTの30%分ダメージを与え、最もINTの高い敵のINTをこのヒーローのINTの5%分ダウン
2311,Sting of a swaying flame,揺らめく炎の刺突,先頭の敵にPHYの60〜70％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の54~58％分ダメージ
2311,Sting of a swaying flame,揺らめく炎の刺突,先頭の敵にPHYの60〜70％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の54~58％分ダメージ
2312,The golden century,黄金世紀の一閃,先頭の敵にPHYの55〜65％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の52~56％分ダメージ
2312,The golden century,黄金世紀の一閃,先頭の敵にPHYの55〜65％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の52~56％分ダメージ
2313,Brave fant,ブレイブファント,先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ
2313,Brave fant,ブレイブファント,先頭の敵にPHYの50〜60％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の50~54％分ダメージ
2314,Elite fant,エリートファント,先頭の敵にPHYの45〜55％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の48~52％分ダメージ
2314,Elite fant,エリートファント,先頭の敵にPHYの45〜55％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の48~52％分ダメージ
2315,fant,ファント,先頭の敵にPHYの40〜50％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の46~50％分ダメージ
2315,fant,ファント,先頭の敵にPHYの40〜50％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の46~50％分ダメージ
2316,Banderoe S,バンデロールS,先頭の敵にPHYの45〜55％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の48~52％分ダメージ
2316,Banderoe S,バンデロールS,先頭の敵にPHYの45〜55％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の48~52％分ダメージ
2317,Banderoe A,バンデロールA,先頭の敵にPHYの40〜50％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の46~50％分ダメージ
2317,Banderoe A,バンデロールA,先頭の敵にPHYの40〜50％分ダメージを与え、先頭の敵にこのヒーローのPHYがダウンしている分の46~50％分ダメージ
2318,Banderoe,バンデロール,None
2318,Banderoe,バンデロール,None
2319,Banderoe,バンデロール,None
2319,Banderoe,バンデロール,None
2320,Banderoe,バンデロール,None
2320,Banderoe,バンデロール,None
2321,Banderoe,バンデロール,None
2321,Banderoe,バンデロール,None
2322,Banderoe,バンデロール,None
2322,Banderoe,バンデロール,None
2323,Bakumatsu Shishi Fire,幕末志士の一射,先頭の敵にINTの55〜65％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の11~13％分ダメージ
2323,Bakumatsu Shishi Fire,幕末志士の一射,先頭の敵にINTの55〜65％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の11~13％分ダメージ
2324,A shot of the wilderness,荒野の一撃,先頭の敵にINTの50〜60％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の10~12％分ダメージ
2324,A shot of the wilderness,荒野の一撃,先頭の敵にINTの50〜60％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の10~12％分ダメージ
2325,Wisdom Fanning Shot,ウィズダムファニングショット,先頭の敵にINTの45〜55％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の9~11％分ダメージ
2325,Wisdom Fanning Shot,ウィズダムファニングショット,先頭の敵にINTの45〜55％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の9~11％分ダメージ
2326,Elite Fanning Shot,エリートファニングショット,先頭の敵にINTの40〜50％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8~10％分ダメージ
2326,Elite Fanning Shot,エリートファニングショット,先頭の敵にINTの40〜50％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8~10％分ダメージ
2327,Fanning Shot,ファニングショット,先頭の敵にINTの35〜45%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の7~9％分ダメージ
2327,Fanning Shot,ファニングショット,先頭の敵にINTの35〜45%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の7~9％分ダメージ
2328,Summing shot S,サミングショットS,先頭の敵にINTの40〜50％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8~10％分ダメージ
2328,Summing shot S,サミングショットS,先頭の敵にINTの40〜50％分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8~10％分ダメージ
2329,Summing shot A,サミングショットA,先頭の敵にINTの35〜45%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の7~9％分ダメージ
2329,Summing shot A,サミングショットA,先頭の敵にINTの35〜45%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の7~9％分ダメージ
2330,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2330,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2331,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2331,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2332,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2332,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2333,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2333,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2334,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2334,Summing shot,サミングショット,先頭の敵にINTの40%分ダメージを与え、先頭の敵にその敵のINTがダウンしている分の8％分ダメージ
2335,Miracle of resurrection,復活の奇跡,最もHPが低い味方に50〜60%の回復効果を与え、味方全体のPHYをその味方のダウンしている分の25％分PHYをアップし、味方全体のINTをその味方のダウンしている分の25％分INTをアップ
2335,Miracle of resurrection,復活の奇跡,最もHPが低い味方に50〜60%の回復効果を与え、味方全体のPHYをその味方のダウンしている分の25％分PHYをアップし、味方全体のINTをその味方のダウンしている分の25％分INTをアップ
2335,Miracle of resurrection,復活の奇跡,最もHPが低い味方に50〜60%の回復効果を与え、味方全体のPHYをその味方のダウンしている分の25％分PHYをアップし、味方全体のINTをその味方のダウンしている分の25％分INTをアップ
2336,Atsumori,敦盛,最もHPが低い味方に45〜55％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の23％分PHYをアップし、味方全体のINTをその味方のダウンしている分の23％分INTをアップ
2336,Atsumori,敦盛,最もHPが低い味方に45〜55％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の23％分PHYをアップし、味方全体のINTをその味方のダウンしている分の23％分INTをアップ
2336,Atsumori,敦盛,最もHPが低い味方に45〜55％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の23％分PHYをアップし、味方全体のINTをその味方のダウンしている分の23％分INTをアップ
2337,Wisdom Cheers!,ウィズダムチアーズ！,最もHPが低い味方に40〜50％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の21％分PHYをアップし、味方全体のINTをその味方のダウンしている分の21％分INTをアップ
2337,Wisdom Cheers!,ウィズダムチアーズ！,最もHPが低い味方に40〜50％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の21％分PHYをアップし、味方全体のINTをその味方のダウンしている分の21％分INTをアップ
2337,Wisdom Cheers!,ウィズダムチアーズ！,最もHPが低い味方に40〜50％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の21％分PHYをアップし、味方全体のINTをその味方のダウンしている分の21％分INTをアップ
2338,Elite Cheers!,エリートチアーズ！,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2338,Elite Cheers!,エリートチアーズ！,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2338,Elite Cheers!,エリートチアーズ！,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2339,Cheers!,チアーズ！,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2339,Cheers!,チアーズ！,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2339,Cheers!,チアーズ！,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2340,Toast! S,トースト！S,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2340,Toast! S,トースト！S,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2340,Toast! S,トースト！S,最もHPが低い味方に35〜45％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の19％分PHYをアップし、味方全体のINTをその味方のダウンしている分の19％分INTをアップ
2341,Toast! A,トースト！A,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2341,Toast! A,トースト！A,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2341,Toast! A,トースト！A,最もHPが低い味方に30〜40％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の17％分PHYをアップし、味方全体のINTをその味方のダウンしている分の17％分INTをアップ
2342,Toast!,トースト！,最もHPが低い味方に35％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の15％分PHYをアップし、味方全体のINTをその味方のダウンしている分の15％分INTをアップ
2342,Toast!,トースト！,最もHPが低い味方に35％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の15％分PHYをアップし、味方全体のINTをその味方のダウンしている分の15％分INTをアップ
2342,Toast!,トースト！,最もHPが低い味方に35％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の15％分PHYをアップし、味方全体のINTをその味方のダウンしている分の15％分INTをアップ
2343,Toast!,トースト！,最もHPが低い味方に35％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の15％分PHYをアップし、味方全体のINTをその味方のダウンしている分の15％分INTをアップ
2343,Toast!,トースト！,最もHPが低い味方に35％の回復効果を与え、味方全体のPHYをその味方のダウンしている分の15％分PHYをアップし、味方全体のINTをその味方のダウンしている分の15％分INTをアップ
