exec,enemyType,name_en,name_ja,name_zh,param_hp,param_phy,param_int,param_agi,trend_hp,trend_phy,trend_int,trend_agi,actives,passive,image
FALSE,436,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,210,153,25,79,27,57,9,27,2065/2065/3002,1126,436.png
FALSE,437,Ghost Soji Okita,ゴースト・沖田総司,Ghost Soji Okita,145,131,44,104,18,49,15,38,2695/2065/3002,1033,437.png
FALSE,438,Ghost Hijikata Toshizo,ゴースト・土方歳三,Ghost Hijikata Toshizo,197,157,30,93,23,56,9,32,2064/2065/3002,11087,438.png
FALSE,439,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,257,49,175,111,20,16,50,34,2639/2621/4058,1008,423.png
FALSE,440,Ghost Ludwig van Beethoven,ゴースト・バッハ,Ghost Johann Sebastian Bach,363,47,152,140,34,14,35,37,2679/2655/4058,1057,440.png
FALSE,441,Ghost Johann Sebastian Bach,ゴースト・モーツァルト,Ghost Wolfgang Amadeus Mozart,398,26,105,136,41,8,32,39,2631/2671/4058,1101,441.png
FALSE,442,Ghost Emperor Nero,ゴースト・皇帝ネロ,Ghost Emperor Nero,344,41,144,39,42,16,50,12,2240/2079/4059,1040,442.png
FALSE,443,Ghost Charles the Great,ゴースト・カール大帝,Ghost Charles the Great,346,151,110,163,26,35,24,35,2461/2601/4058,1084,443.png
FALSE,444,Ghost Julius Caesar,ゴースト・カエサル,Ghost Julius Caesar,332,64,98,90,38,23,31,28,2240/2382/4057,11081,444.png
FALSE,445,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,328,56,200,98,29,15,52,24,2015/2335/3001,1002,445.png
FALSE,446,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,208,56,221,116,18,15,57,30,2015/2015/3008,1002,445.png
FALSE,447,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,448,56,181,76,40,15,46,19,2239/2335/3001,1002,445.png
FALSE,448,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,386,61,188,62,36,18,50,16,2335/2078/3008,1055,448.png
FALSE,449,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,312,35,186,113,30,10,51,29,2526/3104/2027,1030,427.png
FALSE,450,Ghost Nobunaga Oda,ゴースト・織田信長,Ghost Nobunaga Oda,309,186,54,120,27,50,13,30,2518/2003/3002,1001,450.png
FALSE,451,Ghost Genghis Khan,ゴースト・チンギス・ハン,Ghost Genghis Khan,268,188,39,124,25,52,10,33,2227/2679/4057,1058,451.png
FALSE,452,Ghost George Washington,ゴースト・ジョージ・ワシントン,Ghost George Washington,280,62,197,89,26,18,52,24,2078/2015/4058,1004,452.png
FALSE,453,Ghost Ryoma Sakamoto,ゴースト・坂本龍馬,Ghost Ryoma Sakamoto,330,52,165,113,31,16,44,29,2239/2323/4059,1028,453.png
FALSE,454,Ghost Zhang Fei,ゴースト・張飛,Ghost Zhang Fei,405,170,47,29,43,54,14,9,2156/2647/4057,1006,454.png
FALSE,455,Ghost Liu Bei,ゴースト・劉備,Ghost Liu Bei,292,134,149,84,24,33,39,24,2167/2004/4058,1029,455.png
FALSE,456,Ghost Guan Yu,ゴースト・関羽,Ghost Guan Yu,292,158,49,93,26,51,14,29,2561/2687/4059,11128,456.png
FALSE,457,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,386,61,188,62,36,18,50,16,2335/2078/3001,1055,448.png
FALSE,458,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,312,48,188,98,30,14,50,26,2015/2577/3001,1030,427.png
FALSE,459,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,344,176,33,116,32,48,9,31,2469/2469/3119,1113,459.png
FALSE,460,Ghost Lancelot,ゴースト・ランスロット,Ghost Lancelot,304,152,44,101,32,45,13,30,2003/2518/4059,1155,460.png
FALSE,461,Ghost King Arthur,ゴースト・アーサー王,Ghost King Arthur,387,145,34,114,38,41,9,32,2003/2103/4057,1026,461.png
FALSE,462,Ghost Percival,ゴースト・パーシヴァル,Ghost Percival,445,114,61,51,49,38,18,15,2003/2335/4058,1123,462.png
FALSE,463,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,188,58,167,97,20,20,51,29,2015/2016/3001,1111,463.png
FALSE,464,Ghost Leonardo da Vinci,ゴースト・レオナルド・ダ・ビンチ,Ghost Leonardo da Vinci,335,51,208,71,32,14,56,18,2078/2526/3001,1005,464.png
FALSE,465,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,157,46,166,91,19,17,55,29,2016/2016/3001,1008,423.png
FALSE,466,Ghost Consort Yu,ゴースト・虞美人,Ghost Consort Yu,388,191,62,90,27,53,16,24,2663/2663/3114,1150,466.png
FALSE,467,Ghost Cao Cao,ゴースト・曹操,Ghost Cao Cao,536,147,71,70,47,38,18,17,2622/2143/4057,4053,467.png
FALSE,468,Ghost Qin Shi Huang,ゴースト・始皇帝,Ghost Qin Shi Huang,519,33,97,163,46,9,24,41,2051/2389/4059,1112,468.png
FALSE,469,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,248,145,68,144,24,40,17,39,2131/2131/3002,1111,463.png
FALSE,470,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,396,136,36,136,38,37,8,37,2039/2131/3119,1113,459.png
FALSE,471,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,238,35,192,131,22,10,53,35,2015/2027/3008,1030,427.png
FALSE,472,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,1475,116,220,208,31,15,49,25,2585/2620/4058,4054,445.png
FALSE,473,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,639,167,39,114,24,52,11,33,2593/2413/4059,11134,473.png
FALSE,474,Ghost Nobunaga Oda,ゴースト・織田信長,Ghost Nobunaga Oda,1488,235,54,88,28,58,13,21,2619/2063/4057,4055,450.png
FALSE,475,Ghost Grigori Rasputin,ゴースト・ラスプーチン,Ghost Grigori Rasputin,847,139,245,234,40,13,47,20,2079/2079/3114,1156,475.png
FALSE,476,Ghost Taira no Masakado,ゴースト・平将門,Ghost Taira no Masakado,224,207,34,114,24,54,9,33,2063/2131/3002,4056,476.png
FALSE,477,Ghost Sun Quan,ゴースト・孫権,Ghost Sun Quan,703,221,76,98,23,40,26,31,2543/2543/4057,11596,477.png
FALSE,478,Ghost Kamehameha I,ゴースト・カメハメハ大王,Ghost Kamehameha I,703,70,220,124,23,21,37,39,2300/2179/4058,11060,478.png
FALSE,479,Ghost Charles Darwin,ゴースト・ダーウィン,Ghost Charles Darwin,843,60,238,87,36,18,40,26,2577/2577/4058,11091,479.png
FALSE,480,Ghost Marco Polo,ゴースト・マルコ・ポーロ,Ghost Marco Polo,694,57,262,98,22,19,50,29,2167/2168/4058,11013,480.png
FALSE,481,Ghost Lü Bu,ゴースト・呂布,Ghost Lü Bu,880,295,35,42,39,59,11,11,2155/2155/4057,11047,481.png
FALSE,482,Ghost Marie Curie,ゴースト・キュリー夫人,Ghost Marie Curie,764,57,247,89,29,19,45,27,2091/2577/4059,11591,482.png
FALSE,483,Ghost Pyotr Tchaikovsky,ゴースト・チャイコフスキー,Ghost Pyotr Tchaikovsky,682,40,322,92,22,13,54,31,2016/2016/4058,1034,483.png
FALSE,484,Ghost Wang Ki,ゴースト・王キ,Ghost Wang Ki,832,294,39,70,38,48,11,23,2144/2144/4057,11035,484.png
FALSE,485,Ghost Tomoe Gozen,ゴースト・巴御前,Ghost Tomoe Gozen,755,320,29,116,27,52,7,34,2143/2143/4057,11067,485.png
FALSE,486,Ghost Masamune Date,ゴースト・伊達政宗,Ghost Masamune Date,787,301,163,92,19,44,30,27,2063/2015/4058,1014,486.png
FALSE,487,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,778,37,300,136,20,14,42,44,2324/2324/4058,1011,487.png
FALSE,488,Ghost Yamato Takeru,ゴースト・ヤマトタケル,Ghost Yamato Takeru,877,301,40,92,32,56,12,20,2004/2004/4059,11094,488.png
FALSE,489,Ghost Kaishu Katsu,ゴースト・勝海舟,Ghost Kaishu Katsu,840,359,249,76,27,36,33,24,2511/2511/4059,1010,489.png
FALSE,490,Ghost Kojiro Sasaki,ゴースト・佐々木小次郎,Ghost Kojiro Sasaki,766,339,35,151,18,45,10,47,2215/2064/4057,1009,490.png
FALSE,491,Ghost Thomas Edison,ゴースト・トーマス・エジソン,Ghost Thomas Edison,839,47,334,88,25,14,55,26,2015/2015/4058,1012,491.png
FALSE,492,Ghost Han Xin,ゴースト・韓信,Ghost Han Xin,999,306,51,116,21,51,14,34,2601/2601/4057,11142,492.png
FALSE,493,Ghost Karl Marx,ゴースト・マルクス,Ghost Karl Marx,852,56,334,47,27,19,60,14,2078/2276/4058,11032,493.png
FALSE,494,Ghost Calamity Jane,ゴースト・カラミティ・ジェーン,Ghost Calamity Jane,892,33,309,58,36,14,50,20,2528/2528/4058,11062,494.png
FALSE,495,Ghost Florence Nightingale,ゴースト・ナイチンゲール,Ghost Florence Nightingale,731,145,182,92,34,27,33,26,2397/2453/3110,1007,495.png
FALSE,496,Ghost Zhao Yun,ゴースト・趙雲,Ghost Zhao Yun,565,231,38,79,38,49,10,23,3115/2373/2373,11069,496.png
FALSE,497,Ghost Jean-Henri Fabre,ゴースト・ファーブル,Ghost Jean-Henri Fabre,698,44,231,68,30,14,57,19,2569/2569/3114,1154,497.png
FALSE,498,Ghost SATOSHI・NAKAMOTO OMEGA CC,ゴースト・サトシ・ナカモト OMEGA CC,Ghost SATOSHI・NAKAMOTO OMEGA CC,812,132,28,69,53,41,7,19,2039/2373/3119,1120,498.png
FALSE,499,Ghost Genghis Khan,ゴースト・チンギス・ハン,Ghost Genghis Khan,502,127,48,89,25,46,17,32,2552/2552/3008,1058,451.png
FALSE,500,Ghost Tutankhamun,ゴースト・ツタンカーメン,Ghost Tutankhamun,707,223,49,65,56,35,13,16,2039/2039/3119,1135,500.png
FALSE,501,Ghost Cleopatra,ゴースト・クレオパトラ,Ghost Cleopatra,776,39,301,202,39,6,45,30,2550/2639/3001,11086,433.png
FALSE,502,Ghost Cao Cao,ゴースト・曹操,Ghost Cao Cao,607,352,137,254,26,46,17,31,2623/2469/3002,1003,467.png
FALSE,503,Ghost Charles the Great,ゴースト・カール大帝,Ghost Charles the Great,550,90,309,239,28,13,45,34,2639/2381/3001,1084,443.png
FALSE,504,Ghost Marie Antoinette,ゴースト・マリー・アントワネット,Ghost Marie Antoinette,543,78,223,81,27,26,42,25,2360/2360/4058,11031,504.png
FALSE,505,Ghost Abraham Lincoln,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,673,44,499,65,29,13,59,19,2078/2078/4058,1118,505.png
FALSE,506,Ghost Blackbeard,ゴースト・黒髭,Ghost Blackbeard,652,104,66,288,35,29,18,38,2051/2623/4059,1127,506.png
FALSE,507,Ghost Qin Shi Huang,ゴースト・始皇帝,Ghost Qin Shi Huang,904,573,594,71,29,20,52,19,2275/2275/4058,4060,468.png
FALSE,508,Ghost Huang Zhong,ゴースト・黄忠,Ghost Huang Zhong,474,245,63,142,9,48,19,44,2131/2131/3103,1066,508.png
FALSE,509,Ghost Yue Fei,ゴースト・岳飛,Ghost Yue Fei,440,192,51,81,28,50,16,26,2144/2156/3103,11072,509.png
FALSE,510,Ghost Blackbeard,ゴースト・黒髭,Ghost Blackbeard,641,201,29,116,39,35,9,37,2519/2040/3003,1127,506.png
FALSE,511,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,458,32,238,89,30,12,49,29,3004/2091/2092,1065,424.png
FALSE,512,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,430,49,245,93,26,16,49,29,3004/2028/2527,1008,423.png
FALSE,513,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,500,48,261,84,24,17,52,27,2016/2079/3002,1114,425.png
FALSE,514,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,515,32,263,92,25,12,54,29,2091/2016/3002,1065,424.png
FALSE,515,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,543,37,255,86,28,14,51,27,2527/2016/3002,1011,487.png
FALSE,516,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,570,32,248,93,30,12,49,29,2091/2091/3002,1065,424.png
FALSE,517,Ghost Masamune Date,ゴースト・伊達政宗,Ghost Masamune Date,675,151,175,82,43,26,24,27,2091/2348/3002,1014,486.png
FALSE,518,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,662,48,228,67,40,17,41,22,2240/2240/3002,1114,425.png
FALSE,519,Ghost Takeda Shingen,ゴースト・武田信玄,Ghost Takeda Shingen,579,235,48,87,31,45,17,27,2414/2470/3002,1078,519.png
FALSE,520,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,573,239,28,105,31,47,8,34,2519/2470/3002,1126,436.png
FALSE,521,Ghost Soji Okita,ゴースト・沖田総司,Ghost Soji Okita,546,235,47,98,29,46,14,31,2470/2470/3002,1033,437.png
FALSE,522,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,322,115,28,113,37,38,8,37,2519/2103/3002,1126,436.png
FALSE,523,Ghost Hijikata Toshizo,ゴースト・土方歳三,Ghost Hijikata Toshizo,249,165,30,81,28,57,9,26,2064/2004/3002,1087,438.png
FALSE,524,Ghost Soji Okita,ゴースト・沖田総司,Ghost Soji Okita,353,83,47,115,40,29,14,37,2252/2252/3002,1033,437.png
FALSE,525,Ghost Pyotr Tchaikovsky,ゴースト・チャイコフスキー,Ghost Pyotr Tchaikovsky,382,40,222,92,22,13,54,31,2016/2016/3002,1034,483.png
FALSE,526,Ghost Charles Darwin,ゴースト・ダーウィン,Ghost Charles Darwin,549,109,67,105,29,35,22,34,2240/2240/3002,1091,479.png
FALSE,527,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,570,118,81,74,30,40,26,24,2091/2091/3002,1065,424.png
FALSE,528,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,579,138,68,140,27,38,17,38,2518/2561/3002,1111,463.png
FALSE,529,Ghost Genghis Khan,ゴースト・チンギス・ハン,Ghost Genghis Khan,713,118,39,145,39,33,10,38,2251/2251/3002,1058,451.png
FALSE,530,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,686,139,28,103,39,42,8,31,2251/2413/3002,1126,436.png
FALSE,531,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,592,49,186,80,32,16,48,24,2527/2381/3001,1008,423.png
FALSE,532,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,713,56,251,119,36,15,40,29,2526/2287/3104,1002,445.png
FALSE,533,Ghost Vincent van Gogh,ゴースト・ゴッホ,Ghost Vincent van Gogh,591,38,184,100,31,10,49,30,2090/2090/3008,1065,424.png
FALSE,534,Ghost Charles the Great,ゴースト・カール大帝,Ghost Charles the Great,574,67,192,159,26,20,32,42,2389/2389/3008,1084,443.png
FALSE,535,Ghost Napoleon Bonaparte,ゴースト・ナポレオン・ボナパルト,Ghost Napoleon Bonaparte,696,63,325,140,30,13,48,29,2526/2526/3104,1002,445.png
FALSE,536,Ghost Qin Shi Huang,ゴースト・始皇帝,Ghost Qin Shi Huang,724,33,232,153,40,9,31,40,2389/2389/3104,1112,468.png
FALSE,537,Ghost Takeda Shingen,ゴースト・武田信玄,Ghost Takeda Shingen,726,67,341,149,30,13,48,29,2251/2251/3104,1078,519.png
FALSE,538,Ghost Nobunaga Oda,ゴースト・織田信長,Ghost Nobunaga Oda,574,67,222,159,26,20,32,42,2003/2003/3008,1001,450.png
FALSE,539,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,664,36,222,166,40,9,31,40,2526/2526/3104,1114,425.png
FALSE,540,Ghost Calamity Jane,ゴースト・カラミティ・ジェーン,Ghost Calamity Jane,610,39,246,111,32,12,44,32,2639/2671/3001,1062,494.png
FALSE,541,Ghost Billy the Kid,ゴースト・ビリー・ザ・キッド,Ghost Billy the Kid,619,40,267,86,32,13,50,25,2679/2679/3105,1011,487.png
FALSE,542,Ghost Calamity Jane,ゴースト・カラミティ・ジェーン,Ghost Calamity Jane,658,39,226,115,37,12,38,33,2639/2631/3001,1062,494.png
FALSE,543,Ghost Han Xin,ゴースト・韓信,Ghost Han Xin,486,178,48,33,33,61,15,11,2004/2004/3002,1142,492.png
FALSE,544,Ghost Wang Ki,ゴースト・王キ,Ghost Wang Ki,440,174,39,73,36,52,11,21,2647/2695/3002,1035,484.png
FALSE,545,Ghost Wang Ki,ゴースト・王キ,Ghost Wang Ki,440,174,39,73,36,52,11,21,2695/2647/3002,1035,484.png
FALSE,546,Ghost Uesugi Kenshin,ゴースト・上杉謙信,Ghost Uesugi Kenshin,764,36,222,166,40,9,31,40,2585/2585/3104,1114,425.png
FALSE,547,Ghost Sun Jian,ゴースト・孫堅,Ghost Sun Jian,505,282,29,74,28,54,10,28,2471/2471/3002,1082,547.png
FALSE,548,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,537,298,20,52,33,60,7,20,2471/2471/3002,1157,548.png
FALSE,549,Ghost Sun Quan,ゴースト・孫権,Ghost Sun Quan,652,292,45,94,36,43,14,27,2647/2647/3002,1056,477.png
FALSE,550,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,600,110,137,75,30,32,37,21,2570/2469/3105,1055,448.png
FALSE,551,Ghost Yamato Takeru,ゴースト・ヤマトタケル,Ghost Yamato Takeru,591,161,43,98,30,50,11,29,2695/2647/3105,1094,488.png
FALSE,552,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,600,88,137,97,30,27,37,26,2570/2437/3105,1055,448.png
FALSE,553,Ghost Gennai Hiraga,ゴースト・平賀源内,Ghost Gennai Hiraga,523,43,265,70,26,15,57,22,2679/2016/3002,1038,553.png
FALSE,554,Ghost Taira no Masakado,ゴースト・平将門,Ghost Taira no Masakado,662,226,58,59,42,41,18,19,2192/2594/3002,1109,476.png
FALSE,555,Ghost Gennai Hiraga,ゴースト・平賀源内,Ghost Gennai Hiraga,575,43,271,51,32,15,56,17,2079/2679/3002,1038,553.png
FALSE,556,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,589,248,29,86,33,51,8,28,2004/2103/3002,11134,473.png
FALSE,557,Ghost Jean-Henri Fabre,ゴースト・ファーブル,Ghost Jean-Henri Fabre,524,70,250,69,25,24,49,22,2624/2570/3004,1154,497.png
FALSE,558,Ghost Charles Darwin,ゴースト・ダーウィン,Ghost Charles Darwin,716,31,70,189,42,10,21,47,2655/2655/3004,11091,479.png
FALSE,559,Ghost Gennai Hiraga,ゴースト・平賀源内,Ghost Gennai Hiraga,547,38,346,70,20,17,56,27,2017/2017/3104,1038,553.png
FALSE,560,Ghost Nikola Tesla,ゴースト・ニコラ・テスラ,Ghost Nikola Tesla,577,143,155,86,35,23,31,31,2423/2423/3007,1146,560.png
FALSE,561,Ghost Thomas Edison,ゴースト・トーマス・エジソン,Ghost Thomas Edison,599,42,242,44,38,16,51,15,2080/2080/3106,1012,491.png
FALSE,562,Ghost Brothers Grimm,ゴースト・グリム兄弟,Ghost Brothers Grimm,620,37,63,200,36,14,21,49,2216/2052/3104,1042,421.png
FALSE,563,Ghost Hans Christian Andersen,ゴースト・アンデルセン,Ghost Hans Christian Andersen,505,24,245,107,21,10,51,38,2570/2324/3007,1115,563.png
FALSE,564,Ghost Aesop,ゴースト・イソップ,Ghost Aesop,637,229,39,36,43,49,16,12,2679/2206/3106,1129,564.png
FALSE,565,Ghost Abraham Lincoln,ゴースト・エイブラハム・リンカーン,Ghost Abraham Lincoln,337,56,142,71,36,18,45,21,2336/2577/3008,1118,505.png
FALSE,566,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,316,163,33,138,29,46,9,36,2469/2413/3008,1113,459.png
FALSE,567,Ghost Richard I,ゴースト・リチャード1世,Ghost Richard I,282,172,50,124,27,48,12,33,2469/2413/3008,1151,426.png
FALSE,568,Ghost Mori Ranmaru,ゴースト・森蘭丸,Ghost Mori Ranmaru,803,45,230,77,23,15,58,24,2569/2569/3103,1063,568.png
FALSE,569,Ghost Akechi Mitsuhide,ゴースト・明智光秀,Ghost Akechi Mitsuhide,761,193,194,133,20,34,33,33,2155/2325/3108,1103,569.png
FALSE,570,Ghost D'Artagnan,ゴースト・ダルタニャン,Ghost D'Artagnan,419,240,82,125,14,48,17,41,2312/2663/3112,1037,570.png
FALSE,571,Ghost Sun Ce,ゴースト・孫策,Ghost Sun Ce,445,253,80,77,21,62,7,30,2606/2606/3112,1157,548.png
FALSE,572,Ghost Florence Nightingale,ゴースト・ナイチンゲール,Ghost Florence Nightingale,469,211,203,93,20,38,33,29,2543/2543/3101,1007,495.png
FALSE,573,Ghost Saigō Takamori,ゴースト・西郷隆盛,Ghost Saigō Takamori,649,57,237,71,37,18,43,22,2240/2299/3001,1140,573.png
FALSE,574,Ghost SATOSHI・NAKAMOTO OMEGA CC,ゴースト・サトシ・ナカモト OMEGA CC,Ghost SATOSHI・NAKAMOTO OMEGA CC,607,203,59,99,35,35,19,31,2477/2477/3111,1120,498.png
FALSE,575,Ghost Kaishu Katsu,ゴースト・勝海舟,Ghost Kaishu Katsu,540,209,99,76,27,36,33,24,2511/2511/3111,1010,489.png
FALSE,576,Ghost Yang Guifei,ゴースト・楊貴妃,Ghost Yang Guifei,435,86,299,69,15,26,59,20,2275/2275/3104,1043,435.png
FALSE,577,Ghost Kojiro Sasaki,ゴースト・佐々木小次郎,Ghost Kojiro Sasaki,466,213,35,196,18,33,10,59,2215/2215/3114,1009,490.png
FALSE,578,Ghost Marie Antoinette,ゴースト・マリー・アントワネット,Ghost Marie Antoinette,551,47,241,127,26,14,42,38,2299/2299/3110,1031,504.png
FALSE,579,Ghost Marco Polo,ゴースト・マルコ・ポーロ,Ghost Marco Polo,644,222,51,75,39,42,15,24,2228/2264/3120,1013,480.png
FALSE,580,Ghost Genghis Khan,ゴースト・チンギス・ハン,Ghost Genghis Khan,643,229,39,157,33,35,10,42,2695/2631/3107,1058,451.png
FALSE,581,Ghost Lakshmi Bai,ゴースト・ラクシュミー・バーイ,Ghost Lakshmi Bai,685,222,31,106,33,43,10,34,2228/2052/3116,1145,431.png
FALSE,582,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,662,64,334,68,30,17,55,18,2569/2624/3120,1055,448.png
FALSE,583,Ghost Trưng Sisters,ゴースト・チュン姉妹,Ghost Trưng Sisters,661,192,171,104,34,30,24,32,2639/2421/3107,1130,430.png
FALSE,584,Ghost Consort Yu,ゴースト・虞美人,Ghost Consort Yu,657,306,62,109,29,47,16,28,2663/2437/3116,1150,466.png
FALSE,585,Ghost Ludwig van Beethoven,ゴースト・ベートーヴェン,Ghost Ludwig van Beethoven,534,49,251,82,27,16,50,27,2422/2016/3008,1008,423.png
FALSE,586,Ghost Leonardo da Vinci,ゴースト・レオナルド・ダ・ビンチ,Ghost Leonardo da Vinci,564,47,275,90,27,15,51,27,2422/2016/3008,1005,464.png
FALSE,587,Ghost George Washington,ゴースト・ジョージ・ワシントン,Ghost George Washington,583,62,254,90,29,18,46,27,2422/3008/2016,1004,452.png
FALSE,588,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,518,231,28,181,26,44,8,42,2519/2602/3008,1126,436.png
FALSE,589,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,518,231,28,181,26,44,8,42,2602/3008/2519,1126,436.png
FALSE,590,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,728,32,207,90,43,11,47,19,2527/2586/3008,1030,427.png
FALSE,591,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,548,65,286,106,24,18,50,28,2015/2015/3001,1111,463.png
FALSE,592,Ghost Leonardo da Vinci,ゴースト・レオナルド・ダ・ビンチ,Ghost Leonardo da Vinci,495,51,314,111,19,14,58,29,2015/2015/3001,1005,464.png
FALSE,593,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,248,90,158,209,24,26,28,42,2518/3002/2027,1111,463.png
FALSE,594,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,348,180,68,209,24,37,17,42,2518/2311/3002,1111,463.png
FALSE,595,Ghost King Arthur,ゴースト・アーサー王,Ghost King Arthur,1014,167,34,101,38,47,9,26,2003/3103/2373,1026,461.png
FALSE,596,Ghost Zhuge Liang,ゴースト・諸葛亮,Ghost Zhuge Liang,632,29,184,75,35,9,54,22,2570/2570/3008,1085,596.png
FALSE,597,Ghost Qin Shi Huang,ゴースト・始皇帝,Ghost Qin Shi Huang,674,33,165,80,39,9,49,23,2570/2570/3104,1112,468.png
FALSE,598,Ghost Himiko,ゴースト・卑弥呼,Ghost Himiko,592,61,291,72,29,18,53,20,2569/2570/3104,1055,448.png
FALSE,599,Ghost Kondo Isami,ゴースト・近藤勇,Ghost Kondo Isami,536,254,28,139,24,48,8,40,2518/2445/3002,1126,436.png
FALSE,600,Ghost Minamoto no Yoshitsune,ゴースト・源義経,Ghost Minamoto no Yoshitsune,696,253,36,118,38,43,8,31,2251/2003/3002,1113,459.png
FALSE,601,Ghost Tutankhamun,ゴースト・ツタンカーメン,Ghost Tutankhamun,580,251,49,146,26,42,13,39,2413/2518/3002,1135,500.png
FALSE,602,Ghost Lancelot,ゴースト・ランスロット,Ghost Lancelot,723,219,128,212,44,35,23,18,2623/2039/3114,1155,460.png
FALSE,603,Ghost King Arthur,ゴースト・アーサー王,Ghost King Arthur,1121,279,200,219,30,49,9,32,2695/2003/3002,1026,461.png
FALSE,604,Ghost Lancelot,ゴースト・ランスロット,Ghost Lancelot,753,309,94,145,47,32,13,28,2647/2647/3114,1155,460.png
FALSE,605,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,648,242,168,187,24,39,17,40,2518/2445/3002,1111,463.png
FALSE,606,Ghost Tutankhamun,ゴースト・ツタンカーメン,Ghost Tutankhamun,1186,223,149,155,45,35,13,27,2251/2251/3002,1135,500.png
FALSE,607,Ghost Albert Einstein,ゴースト・アインシュタイン,Ghost Albert Einstein,1012,35,352,192,30,10,56,24,2526/2015/3104,1030,427.png
FALSE,608,Ghost Leonardo da Vinci,ゴースト・レオナルド・ダ・ビンチ,Ghost Leonardo da Vinci,1105,191,325,180,38,14,47,21,2421/2239/3001,1005,464.png
FALSE,609,Ghost Brunhild,ゴースト・ブリュンヒルド,Ghost Brunhild,1239,267,169,214,24,52,11,33,2593/2413/3002,11134,473.png
FALSE,610,Ghost Alexander the Great,ゴースト・アレキサンダー,Ghost Alexander the Great,648,195,236,206,24,18,50,28,2015/2015/3001,1111,463.png
FALSE,611,Creeper-short,クリーパー ショート,Creeper-short,8,4,4,4,42,36,16,26,4001/4001/4005,0,101.png
FALSE,612,Creeper-tall,クリーパー トール,Creeper-tall,9,5,5,5,39,37,17,27,4003/4003/4005,0,102.png
FALSE,613,Creeper-grande,クリーパー グランデ,Creeper-grande,9,5,5,5,39,27,27,27,4010/4003/4003,0,103.png
